State,County,National School Lunch Program participants (change % children) 2012-17 (PCH_NSLP_12_17),Units,FIPS,FID
Indiana,Switzerland,-4.313066680714982,Percentage points,18155,526
Indiana,Tippecanoe,-4.313066680714982,Percentage points,18157,530
Indiana,Tipton,-4.313066680714982,Percentage points,18159,534
Indiana,Union,-4.313066680714982,Percentage points,18161,538
Indiana,Vanderburgh,-4.313066680714982,Percentage points,18163,543
Indiana,Vermillion,-4.313066680714982,Percentage points,18165,548
Indiana,Vigo,-4.313066680714982,Percentage points,18167,553
Indiana,Wabash,-4.313066680714982,Percentage points,18169,555
Indiana,Warren,-4.313066680714982,Percentage points,18171,567
Indiana,Warrick,-4.313066680714982,Percentage points,18173,575
Indiana,Washington,-4.313066680714982,Percentage points,18175,584
Indiana,Wayne,-4.313066680714982,Percentage points,18177,586
Indiana,Wells,-4.313066680714982,Percentage points,18179,590
Indiana,White,-4.313066680714982,Percentage points,18181,594
Indiana,Whitley,-4.313066680714982,Percentage points,18183,597
Iowa,Adair,-4.129769317446488,Percentage points,19001,598
Iowa,Adams,-4.129769317446488,Percentage points,19003,602
Iowa,Allamakee,-4.129769317446488,Percentage points,19005,608
Iowa,Appanoose,-4.129769317446488,Percentage points,19007,611
Iowa,Audubon,-4.129769317446488,Percentage points,19009,615
Iowa,Benton,-4.129769317446488,Percentage points,19011,619
Iowa,Black Hawk,-4.129769317446488,Percentage points,19013,623
Iowa,Boone,-4.129769317446488,Percentage points,19015,625
Iowa,Bremer,-4.129769317446488,Percentage points,19017,631
Iowa,Buchanan,-4.129769317446488,Percentage points,19019,632
Iowa,Buena Vista,-4.129769317446488,Percentage points,19021,633
Iowa,Butler,-4.129769317446488,Percentage points,19023,361
Iowa,Calhoun,-4.129769317446488,Percentage points,19025,365
Iowa,Carroll,-4.129769317446488,Percentage points,19027,369
Iowa,Cass,-4.129769317446488,Percentage points,19029,374
Iowa,Cedar,-4.129769317446488,Percentage points,19031,379
Iowa,Cerro Gordo,-4.129769317446488,Percentage points,19033,383
Iowa,Cherokee,-4.129769317446488,Percentage points,19035,388
Iowa,Chickasaw,-4.129769317446488,Percentage points,19037,393
Iowa,Clarke,-4.129769317446488,Percentage points,19039,397
Iowa,Clay,-4.129769317446488,Percentage points,19041,398
Iowa,Clayton,-4.129769317446488,Percentage points,19043,402
Iowa,Clinton,-4.129769317446488,Percentage points,19045,404
Iowa,Crawford,-4.129769317446488,Percentage points,19047,408
Iowa,Dallas,-4.129769317446488,Percentage points,19049,413
Iowa,Davis,-4.129769317446488,Percentage points,19051,416
Iowa,Decatur,-4.129769317446488,Percentage points,19053,419
Iowa,Delaware,-4.129769317446488,Percentage points,19055,421
Iowa,Des Moines,-4.129769317446488,Percentage points,19057,424
Iowa,Dickinson,-4.129769317446488,Percentage points,19059,427
Iowa,Dubuque,-4.129769317446488,Percentage points,19061,434
Iowa,Emmet,-4.129769317446488,Percentage points,19063,437
Iowa,Fayette,-4.129769317446488,Percentage points,19065,442
Iowa,Floyd,-4.129769317446488,Percentage points,19067,447
Iowa,Franklin,-4.129769317446488,Percentage points,19069,451
Iowa,Fremont,-4.129769317446488,Percentage points,19071,455
Iowa,Greene,-4.129769317446488,Percentage points,19073,458
Iowa,Grundy,-4.129769317446488,Percentage points,19075,460
Iowa,Guthrie,-4.129769317446488,Percentage points,19077,467
Iowa,Hamilton,-4.129769317446488,Percentage points,19079,469
Iowa,Hancock,-4.129769317446488,Percentage points,19081,470
Iowa,Hardin,-4.129769317446488,Percentage points,19083,475
Iowa,Harrison,-4.129769317446488,Percentage points,19085,478
Iowa,Henry,-4.129769317446488,Percentage points,19087,479
Iowa,Howard,-4.129769317446488,Percentage points,19089,481
Iowa,Humboldt,-4.129769317446488,Percentage points,19091,487
Iowa,Ida,-4.129769317446488,Percentage points,19093,491
Iowa,Iowa,-4.129769317446488,Percentage points,19095,495
Iowa,Jackson,-4.129769317446488,Percentage points,19097,499
Iowa,Jasper,-4.129769317446488,Percentage points,19099,505
Iowa,Jefferson,-4.129769317446488,Percentage points,19101,507
Iowa,Johnson,-4.129769317446488,Percentage points,19103,508
Iowa,Jones,-4.129769317446488,Percentage points,19105,516
Iowa,Keokuk,-4.129769317446488,Percentage points,19107,520
Iowa,Kossuth,-4.129769317446488,Percentage points,19109,523
Iowa,Lee,-4.129769317446488,Percentage points,19111,531
Iowa,Linn,-4.129769317446488,Percentage points,19113,535
Iowa,Louisa,-4.129769317446488,Percentage points,19115,539
Iowa,Lucas,-4.129769317446488,Percentage points,19117,542
Iowa,Lyon,-4.129769317446488,Percentage points,19119,546
Iowa,Madison,-4.129769317446488,Percentage points,19121,550
Iowa,Mahaska,-4.129769317446488,Percentage points,19123,554
Iowa,Marion,-4.129769317446488,Percentage points,19125,561
Iowa,Marshall,-4.129769317446488,Percentage points,19127,568
Iowa,Mills,-4.129769317446488,Percentage points,19129,569
Iowa,Mitchell,-4.129769317446488,Percentage points,19131,572
Iowa,Monona,-4.129769317446488,Percentage points,19133,576
Iowa,Monroe,-4.129769317446488,Percentage points,19135,580
Iowa,Montgomery,-4.129769317446488,Percentage points,19137,595
Iowa,Muscatine,-4.129769317446488,Percentage points,19139,600
Iowa,O'Brien,-4.129769317446488,Percentage points,19141,604
Iowa,Osceola,-4.129769317446488,Percentage points,19143,607
Iowa,Page,-4.129769317446488,Percentage points,19145,612
Iowa,Palo Alto,-4.129769317446488,Percentage points,19147,618
Iowa,Plymouth,-4.129769317446488,Percentage points,19149,622
Iowa,Pocahontas,-4.129769317446488,Percentage points,19151,624
Iowa,Polk,-4.129769317446488,Percentage points,19153,629
Iowa,Pottawattamie,-4.129769317446488,Percentage points,19155,637
Iowa,Poweshiek,-4.129769317446488,Percentage points,19157,640
Iowa,Ringgold,-4.129769317446488,Percentage points,19159,642
Iowa,Sac,-4.129769317446488,Percentage points,19161,647
Iowa,Scott,-4.129769317446488,Percentage points,19163,657
Iowa,Shelby,-4.129769317446488,Percentage points,19165,660
Iowa,Sioux,-4.129769317446488,Percentage points,19167,663
Iowa,Story,-4.129769317446488,Percentage points,19169,668
Iowa,Tama,-4.129769317446488,Percentage points,19171,671
Iowa,Taylor,-4.129769317446488,Percentage points,19173,674
Iowa,Union,-4.129769317446488,Percentage points,19175,675
Iowa,Van Buren,-4.129769317446488,Percentage points,19177,678
Iowa,Wapello,-4.129769317446488,Percentage points,19179,681
Iowa,Warren,-4.129769317446488,Percentage points,19181,685
Iowa,Washington,-4.129769317446488,Percentage points,19183,687
Iowa,Wayne,-4.129769317446488,Percentage points,19185,691
Iowa,Webster,-4.129769317446488,Percentage points,19187,694
Iowa,Winnebago,-4.129769317446488,Percentage points,19189,696
Iowa,Winneshiek,-4.129769317446488,Percentage points,19191,698
Iowa,Woodbury,-4.129769317446488,Percentage points,19193,702
Iowa,Worth,-4.129769317446488,Percentage points,19195,703
Iowa,Wright,-4.129769317446488,Percentage points,19197,705
Kansas,Allen,-4.8557790703478645,Percentage points,20001,709
Kansas,Anderson,-4.8557790703478645,Percentage points,20003,712
Kansas,Atchison,-4.8557790703478645,Percentage points,20005,715
Kansas,Barber,-4.8557790703478645,Percentage points,20007,717
Kansas,Barton,-4.8557790703478645,Percentage points,20009,719
Kansas,Bourbon,-4.8557790703478645,Percentage points,20011,722
Kansas,Brown,-4.8557790703478645,Percentage points,20013,723
Kansas,Butler,-4.8557790703478645,Percentage points,20015,726
Kansas,Chase,-4.8557790703478645,Percentage points,20017,729
Kansas,Chautauqua,-4.8557790703478645,Percentage points,20019,730
Kansas,Cherokee,-4.8557790703478645,Percentage points,20021,732
Kansas,Cheyenne,-4.8557790703478645,Percentage points,20023,736
Kansas,Clark,-4.8557790703478645,Percentage points,20025,738
Kansas,Clay,-4.8557790703478645,Percentage points,20027,739
Kansas,Cloud,-4.8557790703478645,Percentage points,20029,740
Kansas,Coffey,-4.8557790703478645,Percentage points,20031,745
Kansas,Comanche,-4.8557790703478645,Percentage points,20033,748
Kansas,Cowley,-4.8557790703478645,Percentage points,20035,752
Kansas,Crawford,-4.8557790703478645,Percentage points,20037,756
Kansas,Decatur,-4.8557790703478645,Percentage points,20039,759
Kansas,Dickinson,-4.8557790703478645,Percentage points,20041,762
Kansas,Doniphan,-4.8557790703478645,Percentage points,20043,765
Kansas,Douglas,-4.8557790703478645,Percentage points,20045,767
Kansas,Edwards,-4.8557790703478645,Percentage points,20047,770
Kansas,Elk,-4.8557790703478645,Percentage points,20049,773
Kansas,Ellis,-4.8557790703478645,Percentage points,20051,774
Kansas,Ellsworth,-4.8557790703478645,Percentage points,20053,776
Kansas,Finney,-4.8557790703478645,Percentage points,20055,778
Kansas,Ford,-4.8557790703478645,Percentage points,20057,784
Kansas,Franklin,-4.8557790703478645,Percentage points,20059,786
Kansas,Geary,-4.8557790703478645,Percentage points,20061,788
Kansas,Gove,-4.8557790703478645,Percentage points,20063,790
Kansas,Graham,-4.8557790703478645,Percentage points,20065,791
Kansas,Grant,-4.8557790703478645,Percentage points,20067,794
Kansas,Gray,-4.8557790703478645,Percentage points,20069,798
Kansas,Greeley,-4.8557790703478645,Percentage points,20071,801
Kansas,Greenwood,-4.8557790703478645,Percentage points,20073,803
Kansas,Hamilton,-4.8557790703478645,Percentage points,20075,805
Kansas,Harper,-4.8557790703478645,Percentage points,20077,807
Kansas,Harvey,-4.8557790703478645,Percentage points,20079,812
Kansas,Haskell,-4.8557790703478645,Percentage points,20081,815
Kansas,Hodgeman,-4.8557790703478645,Percentage points,20083,818
Kansas,Jackson,-4.8557790703478645,Percentage points,20085,819
Kansas,Jefferson,-4.8557790703478645,Percentage points,20087,821
Kansas,Jewell,-4.8557790703478645,Percentage points,20089,822
Kansas,Johnson,-4.8557790703478645,Percentage points,20091,824
Kansas,Kearny,-4.8557790703478645,Percentage points,20093,826
Kansas,Kingman,-4.8557790703478645,Percentage points,20095,827
Kansas,Kiowa,-4.8557790703478645,Percentage points,20097,829
Kansas,Labette,-4.8557790703478645,Percentage points,20099,831
Kansas,Lane,-4.8557790703478645,Percentage points,20101,833
Kansas,Leavenworth,-4.8557790703478645,Percentage points,20103,836
Kansas,Lincoln,-4.8557790703478645,Percentage points,20105,838
Kansas,Linn,-4.8557790703478645,Percentage points,20107,840
Kansas,Logan,-4.8557790703478645,Percentage points,20109,842
Kansas,Lyon,-4.8557790703478645,Percentage points,20111,844
Kansas,McPherson,-4.8557790703478645,Percentage points,20113,846
Kansas,Marion,-4.8557790703478645,Percentage points,20115,848
Kansas,Marshall,-4.8557790703478645,Percentage points,20117,850
Kansas,Meade,-4.8557790703478645,Percentage points,20119,851
Kansas,Miami,-4.8557790703478645,Percentage points,20121,853
Kansas,Mitchell,-4.8557790703478645,Percentage points,20123,854
Kansas,Montgomery,-4.8557790703478645,Percentage points,20125,856
Kansas,Morris,-4.8557790703478645,Percentage points,20127,858
Kansas,Morton,-4.8557790703478645,Percentage points,20129,859
Kansas,Nemaha,-4.8557790703478645,Percentage points,20131,861
Kansas,Neosho,-4.8557790703478645,Percentage points,20133,862
Kansas,Ness,-4.8557790703478645,Percentage points,20135,864
Kansas,Norton,-4.8557790703478645,Percentage points,20137,866
Kansas,Osage,-4.8557790703478645,Percentage points,20139,867
Kansas,Osborne,-4.8557790703478645,Percentage points,20141,869
Kansas,Ottawa,-4.8557790703478645,Percentage points,20143,870
Kansas,Pawnee,-4.8557790703478645,Percentage points,20145,872
Kansas,Phillips,-4.8557790703478645,Percentage points,20147,873
Kansas,Pottawatomie,-4.8557790703478645,Percentage points,20149,876
Kansas,Pratt,-4.8557790703478645,Percentage points,20151,878
Kansas,Rawlins,-4.8557790703478645,Percentage points,20153,880
Kansas,Reno,-4.8557790703478645,Percentage points,20155,882
Kansas,Republic,-4.8557790703478645,Percentage points,20157,884
Kansas,Rice,-4.8557790703478645,Percentage points,20159,886
Kansas,Riley,-4.8557790703478645,Percentage points,20161,888
Kansas,Rooks,-4.8557790703478645,Percentage points,20163,889
Kansas,Rush,-4.8557790703478645,Percentage points,20165,891
Kansas,Russell,-4.8557790703478645,Percentage points,20167,893
Kansas,Saline,-4.8557790703478645,Percentage points,20169,895
Kansas,Scott,-4.8557790703478645,Percentage points,20171,897
Kansas,Sedgwick,-4.8557790703478645,Percentage points,20173,898
Kansas,Seward,-4.8557790703478645,Percentage points,20175,900
Kansas,Shawnee,-4.8557790703478645,Percentage points,20177,902
Kansas,Sheridan,-4.8557790703478645,Percentage points,20179,904
Kansas,Sherman,-4.8557790703478645,Percentage points,20181,907
Kansas,Smith,-4.8557790703478645,Percentage points,20183,909
Kansas,Stafford,-4.8557790703478645,Percentage points,20185,911
Kansas,Stanton,-4.8557790703478645,Percentage points,20187,913
Kansas,Stevens,-4.8557790703478645,Percentage points,20189,914
Kansas,Sumner,-4.8557790703478645,Percentage points,20191,916
Kansas,Thomas,-4.8557790703478645,Percentage points,20193,917
Kansas,Trego,-4.8557790703478645,Percentage points,20195,919
Kansas,Wabaunsee,-4.8557790703478645,Percentage points,20197,920
Kansas,Wallace,-4.8557790703478645,Percentage points,20199,921
Kansas,Washington,-4.8557790703478645,Percentage points,20201,922
Kansas,Wichita,-4.8557790703478645,Percentage points,20203,923
Kansas,Wilson,-4.8557790703478645,Percentage points,20205,925
Kansas,Woodson,-4.8557790703478645,Percentage points,20207,926
Kansas,Wyandotte,-4.8557790703478645,Percentage points,20209,927
Kentucky,Adair,-3.0494018114248007,Percentage points,21001,928
Kentucky,Allen,-3.0494018114248007,Percentage points,21003,929
Kentucky,Anderson,-3.0494018114248007,Percentage points,21005,930
Kentucky,Ballard,-3.0494018114248007,Percentage points,21007,932
Kentucky,Barren,-3.0494018114248007,Percentage points,21009,933
Kentucky,Bath,-3.0494018114248007,Percentage points,21011,934
Kentucky,Bell,-3.0494018114248007,Percentage points,21013,936
Kentucky,Boone,-3.0494018114248007,Percentage points,21015,1002
Kentucky,Bourbon,-3.0494018114248007,Percentage points,21017,1005
Kentucky,Boyd,-3.0494018114248007,Percentage points,21019,1008
Kentucky,Boyle,-3.0494018114248007,Percentage points,21021,1010
Kentucky,Bracken,-3.0494018114248007,Percentage points,21023,1013
Kentucky,Breathitt,-3.0494018114248007,Percentage points,21025,1017
Kentucky,Breckinridge,-3.0494018114248007,Percentage points,21027,1020
Kentucky,Bullitt,-3.0494018114248007,Percentage points,21029,1024
Kentucky,Butler,-3.0494018114248007,Percentage points,21031,1026
Kentucky,Caldwell,-3.0494018114248007,Percentage points,21033,1031
Kentucky,Calloway,-3.0494018114248007,Percentage points,21035,1033
Kentucky,Campbell,-3.0494018114248007,Percentage points,21037,1035
Kentucky,Carlisle,-3.0494018114248007,Percentage points,21039,1039
Kentucky,Carroll,-3.0494018114248007,Percentage points,21041,1041
Kentucky,Carter,-3.0494018114248007,Percentage points,21043,1044
Kentucky,Casey,-3.0494018114248007,Percentage points,21045,1048
Kentucky,Christian,-3.0494018114248007,Percentage points,21047,1050
Kentucky,Clark,-3.0494018114248007,Percentage points,21049,1053
Kentucky,Clay,-3.0494018114248007,Percentage points,21051,1056
Kentucky,Clinton,-3.0494018114248007,Percentage points,21053,1059
Kentucky,Crittenden,-3.0494018114248007,Percentage points,21055,1064
Kentucky,Cumberland,-3.0494018114248007,Percentage points,21057,1067
Kentucky,Daviess,-3.0494018114248007,Percentage points,21059,1071
Kentucky,Edmonson,-3.0494018114248007,Percentage points,21061,1073
Kentucky,Elliott,-3.0494018114248007,Percentage points,21063,1075
Kentucky,Estill,-3.0494018114248007,Percentage points,21065,1077
Kentucky,Fayette,-3.0494018114248007,Percentage points,21067,1080
Kentucky,Fleming,-3.0494018114248007,Percentage points,21069,1083
Kentucky,Floyd,-3.0494018114248007,Percentage points,21071,1085
Kentucky,Franklin,-3.0494018114248007,Percentage points,21073,1086
Kentucky,Fulton,-3.0494018114248007,Percentage points,21075,1088
Kentucky,Gallatin,-3.0494018114248007,Percentage points,21077,1090
Kentucky,Garrard,-3.0494018114248007,Percentage points,21079,1092
Kentucky,Grant,-3.0494018114248007,Percentage points,21081,1094
Kentucky,Graves,-3.0494018114248007,Percentage points,21083,1097
Kentucky,Grayson,-3.0494018114248007,Percentage points,21085,1100
Kentucky,Green,-3.0494018114248007,Percentage points,21087,1102
Kentucky,Greenup,-3.0494018114248007,Percentage points,21089,1105
Kentucky,Hancock,-3.0494018114248007,Percentage points,21091,1107
Kentucky,Hardin,-3.0494018114248007,Percentage points,21093,1110
Kentucky,Harlan,-3.0494018114248007,Percentage points,21095,1114
Kentucky,Harrison,-3.0494018114248007,Percentage points,21097,1119
Kentucky,Hart,-3.0494018114248007,Percentage points,21099,1121
Kentucky,Henderson,-3.0494018114248007,Percentage points,21101,1126
Kentucky,Henry,-3.0494018114248007,Percentage points,21103,1129
Kentucky,Hickman,-3.0494018114248007,Percentage points,21105,1130
Kentucky,Hopkins,-3.0494018114248007,Percentage points,21107,1136
Kentucky,Jackson,-3.0494018114248007,Percentage points,21109,1140
Kentucky,Jefferson,-3.0494018114248007,Percentage points,21111,1143
Kentucky,Jessamine,-3.0494018114248007,Percentage points,21113,1145
Kentucky,Johnson,-3.0494018114248007,Percentage points,21115,1148
Kentucky,Kenton,-3.0494018114248007,Percentage points,21117,1151
Kentucky,Knott,-3.0494018114248007,Percentage points,21119,1154
Kentucky,Knox,-3.0494018114248007,Percentage points,21121,1159
Kentucky,Larue,-3.0494018114248007,Percentage points,21123,1162
Kentucky,Laurel,-3.0494018114248007,Percentage points,21125,1166
Kentucky,Lawrence,-3.0494018114248007,Percentage points,21127,1167
Kentucky,Lee,-3.0494018114248007,Percentage points,21129,1171
Kentucky,Leslie,-3.0494018114248007,Percentage points,21131,1175
Kentucky,Letcher,-3.0494018114248007,Percentage points,21133,1178
Kentucky,Lewis,-3.0494018114248007,Percentage points,21135,1180
Kentucky,Lincoln,-3.0494018114248007,Percentage points,21137,1184
Kentucky,Livingston,-3.0494018114248007,Percentage points,21139,1187
Kentucky,Logan,-3.0494018114248007,Percentage points,21141,1190
Kentucky,Lyon,-3.0494018114248007,Percentage points,21143,1193
Kentucky,McCracken,-3.0494018114248007,Percentage points,21145,1196
Kentucky,McCreary,-3.0494018114248007,Percentage points,21147,1198
Kentucky,McLean,-3.0494018114248007,Percentage points,21149,1201
Kentucky,Madison,-3.0494018114248007,Percentage points,21151,1204
Kentucky,Magoffin,-3.0494018114248007,Percentage points,21153,1206
Kentucky,Marion,-3.0494018114248007,Percentage points,21155,1210
Kentucky,Marshall,-3.0494018114248007,Percentage points,21157,1213
Kentucky,Martin,-3.0494018114248007,Percentage points,21159,1215
Kentucky,Mason,-3.0494018114248007,Percentage points,21161,1217
Kentucky,Meade,-3.0494018114248007,Percentage points,21163,1220
Kentucky,Menifee,-3.0494018114248007,Percentage points,21165,1222
Kentucky,Mercer,-3.0494018114248007,Percentage points,21167,1225
Kentucky,Metcalfe,-3.0494018114248007,Percentage points,21169,1228
Kentucky,Monroe,-3.0494018114248007,Percentage points,21171,1230
Kentucky,Montgomery,-3.0494018114248007,Percentage points,21173,1233
Kentucky,Morgan,-3.0494018114248007,Percentage points,21175,1235
Kentucky,Muhlenberg,-3.0494018114248007,Percentage points,21177,1238
Kentucky,Nelson,-3.0494018114248007,Percentage points,21179,1243
Kentucky,Nicholas,-3.0494018114248007,Percentage points,21181,1246
Kentucky,Ohio,-3.0494018114248007,Percentage points,21183,1249
Kentucky,Oldham,-3.0494018114248007,Percentage points,21185,1252
Kentucky,Owen,-3.0494018114248007,Percentage points,21187,1255
Kentucky,Owsley,-3.0494018114248007,Percentage points,21189,1257
Kentucky,Pendleton,-3.0494018114248007,Percentage points,21191,1260
Kentucky,Perry,-3.0494018114248007,Percentage points,21193,1265
Kentucky,Pike,-3.0494018114248007,Percentage points,21195,1267
Kentucky,Powell,-3.0494018114248007,Percentage points,21197,1270
Kentucky,Pulaski,-3.0494018114248007,Percentage points,21199,1272
Kentucky,Robertson,-3.0494018114248007,Percentage points,21201,1273
Kentucky,Rockcastle,-3.0494018114248007,Percentage points,21203,1276
Kentucky,Rowan,-3.0494018114248007,Percentage points,21205,1279
Kentucky,Russell,-3.0494018114248007,Percentage points,21207,1282
Kentucky,Scott,-3.0494018114248007,Percentage points,21209,1283
Kentucky,Shelby,-3.0494018114248007,Percentage points,21211,1285
Kentucky,Simpson,-3.0494018114248007,Percentage points,21213,1287
Kentucky,Spencer,-3.0494018114248007,Percentage points,21215,1000
Kentucky,Taylor,-3.0494018114248007,Percentage points,21217,1003
Kentucky,Todd,-3.0494018114248007,Percentage points,21219,1006
Kentucky,Trigg,-3.0494018114248007,Percentage points,21221,1009
Kentucky,Trimble,-3.0494018114248007,Percentage points,21223,1012
Kentucky,Union,-3.0494018114248007,Percentage points,21225,1016
Kentucky,Warren,-3.0494018114248007,Percentage points,21227,1019
Kentucky,Washington,-3.0494018114248007,Percentage points,21229,1023
Kentucky,Wayne,-3.0494018114248007,Percentage points,21231,1027
Kentucky,Webster,-3.0494018114248007,Percentage points,21233,1029
Kentucky,Whitley,-3.0494018114248007,Percentage points,21235,1034
Kentucky,Wolfe,-3.0494018114248007,Percentage points,21237,1037
Kentucky,Woodford,-3.0494018114248007,Percentage points,21239,1042
Louisiana,Acadia,-4.754379588380317,Percentage points,22001,1046
Louisiana,Allen,-4.754379588380317,Percentage points,22003,1051
Louisiana,Ascension,-4.754379588380317,Percentage points,22005,1055
Louisiana,Assumption,-4.754379588380317,Percentage points,22007,1060
Louisiana,Avoyelles,-4.754379588380317,Percentage points,22009,1062
Louisiana,Beauregard,-4.754379588380317,Percentage points,22011,1066
Louisiana,Bienville,-4.754379588380317,Percentage points,22013,1069
Louisiana,Bossier,-4.754379588380317,Percentage points,22015,1076
Louisiana,Caddo,-4.754379588380317,Percentage points,22017,1079
Louisiana,Calcasieu,-4.754379588380317,Percentage points,22019,1081
Louisiana,Caldwell,-4.754379588380317,Percentage points,22021,1084
Louisiana,Cameron,-4.754379588380317,Percentage points,22023,1089
Louisiana,Catahoula,-4.754379588380317,Percentage points,22025,1093
Louisiana,Claiborne,-4.754379588380317,Percentage points,22027,1095
Louisiana,Concordia,-4.754379588380317,Percentage points,22029,1098
Louisiana,De Soto,-4.754379588380317,Percentage points,22031,1103
Louisiana,East Baton Rouge,-4.754379588380317,Percentage points,22033,1108
Louisiana,East Carroll,-4.754379588380317,Percentage points,22035,1111
Louisiana,East Feliciana,-4.754379588380317,Percentage points,22037,1115
Louisiana,Evangeline,-4.754379588380317,Percentage points,22039,1118
Louisiana,Franklin,-4.754379588380317,Percentage points,22041,1123
Louisiana,Grant,-4.754379588380317,Percentage points,22043,1127
Louisiana,Iberia,-4.754379588380317,Percentage points,22045,1133
Louisiana,Iberville,-4.754379588380317,Percentage points,22047,1134
Louisiana,Jackson,-4.754379588380317,Percentage points,22049,1138
Louisiana,Jefferson,-4.754379588380317,Percentage points,22051,1147
Louisiana,Jefferson Davis,-4.754379588380317,Percentage points,22053,1155
Louisiana,Lafayette,-4.754379588380317,Percentage points,22055,1161
Louisiana,Lafourche,-4.754379588380317,Percentage points,22057,1280
Louisiana,La Salle,-4.754379588380317,Percentage points,22059,1289
Louisiana,Lincoln,-4.754379588380317,Percentage points,22061,1291
Louisiana,Livingston,-4.754379588380317,Percentage points,22063,1295
Louisiana,Madison,-4.754379588380317,Percentage points,22065,1297
Louisiana,Morehouse,-4.754379588380317,Percentage points,22067,1299
Louisiana,Natchitoches,-4.754379588380317,Percentage points,22069,1301
Louisiana,Orleans,-4.754379588380317,Percentage points,22071,1304
Louisiana,Ouachita,-4.754379588380317,Percentage points,22073,1306
Louisiana,Plaquemines,-4.754379588380317,Percentage points,22075,1427
Louisiana,Pointe Coupee,-4.754379588380317,Percentage points,22077,1431
Louisiana,Rapides,-4.754379588380317,Percentage points,22079,1434
Louisiana,Red River,-4.754379588380317,Percentage points,22081,1436
Louisiana,Richland,-4.754379588380317,Percentage points,22083,1439
Louisiana,Sabine,-4.754379588380317,Percentage points,22085,1441
Louisiana,St. Bernard,-4.754379588380317,Percentage points,22087,1463
Louisiana,St. Charles,-4.754379588380317,Percentage points,22089,1466
Louisiana,St. Helena,-4.754379588380317,Percentage points,22091,1467
Louisiana,St. James,-4.754379588380317,Percentage points,22093,1468
Louisiana,St. John the Baptist,-4.754379588380317,Percentage points,22095,1469
Louisiana,St. Landry,-4.754379588380317,Percentage points,22097,1471
Louisiana,St. Martin,-4.754379588380317,Percentage points,22099,1473
Louisiana,St. Mary,-4.754379588380317,Percentage points,22101,1474
Louisiana,St. Tammany,-4.754379588380317,Percentage points,22103,1475
Louisiana,Tangipahoa,-4.754379588380317,Percentage points,22105,1476
Louisiana,Tensas,-4.754379588380317,Percentage points,22107,1479
Louisiana,Terrebonne,-4.754379588380317,Percentage points,22109,1501
Louisiana,Union,-4.754379588380317,Percentage points,22111,1507
Louisiana,Vermilion,-4.754379588380317,Percentage points,22113,1510
Louisiana,Vernon,-4.754379588380317,Percentage points,22115,1513
Louisiana,Washington,-4.754379588380317,Percentage points,22117,1516
Louisiana,Webster,-4.754379588380317,Percentage points,22119,1518
Louisiana,West Baton Rouge,-4.754379588380317,Percentage points,22121,1520
Louisiana,West Carroll,-4.754379588380317,Percentage points,22123,1522
Louisiana,West Feliciana,-4.754379588380317,Percentage points,22125,1524
Louisiana,Winn,-4.754379588380317,Percentage points,22127,1529
Maine,Androscoggin,-1.4578859326314202,Percentage points,23001,1532
Maine,Aroostook,-1.4578859326314202,Percentage points,23003,1535
Maine,Cumberland,-1.4578859326314202,Percentage points,23005,1608
Maine,Franklin,-1.4578859326314202,Percentage points,23007,1619
Maine,Hancock,-1.4578859326314202,Percentage points,23009,1748
Maine,Kennebec,-1.4578859326314202,Percentage points,23011,1755
Maine,Knox,-1.4578859326314202,Percentage points,23013,1774
Maine,Lincoln,-1.4578859326314202,Percentage points,23015,1835
Maine,Oxford,-1.4578859326314202,Percentage points,23017,1842
Maine,Penobscot,-1.4578859326314202,Percentage points,23019,1846
Maine,Piscataquis,-1.4578859326314202,Percentage points,23021,1851
Maine,Sagadahoc,-1.4578859326314202,Percentage points,23023,1855
Maine,Somerset,-1.4578859326314202,Percentage points,23025,1860
Maine,Waldo,-1.4578859326314202,Percentage points,23027,1865
Maine,Washington,-1.4578859326314202,Percentage points,23029,1884
Maine,York,-1.4578859326314202,Percentage points,23031,1901
Maryland,Allegany,1.3570777236024298,Percentage points,24001,1905
Maryland,Anne Arundel,1.3570777236024298,Percentage points,24003,1925
Maryland,Baltimore County,1.3570777236024298,Percentage points,24005,1939
Maryland,Calvert,1.3570777236024298,Percentage points,24009,1946
Maryland,Caroline,1.3570777236024298,Percentage points,24011,1949
Maryland,Carroll,1.3570777236024298,Percentage points,24013,1955
Maryland,Cecil,1.3570777236024298,Percentage points,24015,1963
Maryland,Charles,1.3570777236024298,Percentage points,24017,1294
Maryland,Dorchester,1.3570777236024298,Percentage points,24019,1346
Maryland,Frederick,1.3570777236024298,Percentage points,24021,1357
Maryland,Garrett,1.3570777236024298,Percentage points,24023,1361
Maryland,Harford,1.3570777236024298,Percentage points,24025,1372
Maryland,Howard,1.3570777236024298,Percentage points,24027,1379
Maryland,Kent,1.3570777236024298,Percentage points,24029,1394
Maryland,Montgomery,1.3570777236024298,Percentage points,24031,1398
Maryland,Prince George's,1.3570777236024298,Percentage points,24033,1403
Maryland,Queen Anne's,1.3570777236024298,Percentage points,24035,1413
Maryland,St. Mary's,1.3570777236024298,Percentage points,24037,1421
Maryland,Somerset,1.3570777236024298,Percentage points,24039,1430
Maryland,Talbot,1.3570777236024298,Percentage points,24041,1438
Maryland,Washington,1.3570777236024298,Percentage points,24043,1445
Maryland,Wicomico,1.3570777236024298,Percentage points,24045,1446
Maryland,Worcester,1.3570777236024298,Percentage points,24047,1456
