PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
WA5309301,EASON DAN B,"9020 Martin Way E, Olympia, Washington, 98516",98516,Washington,Region 10,Transient non-community system,254,,Thurston,2,32,0,-122.748226,47.060047,-122.748471,47.06065,-122.749226,-122.747226,47.059047,47.061047
WA5308124,NFFC - Quincy,"98848, Quincy, Washington",98848,Washington,Region 10,Transient non-community system,110,,Grant,8,4,0,-119.853226,47.2324,-119.853226,47.2324,-120.150226,-119.556226,46.9354,47.5294
WA5316231,CRESTVIEW TRACTS #3,"11237 SE 286th St, Auburn, Washington, 98092",98092,Washington,Region 10,Community water system,82,,King,4,15,0,-122.191472,47.34531,-122.191472,47.34531,-122.201472,-122.181472,47.33531,47.35531
WA5300698,MURRAY WATER SYSTEM,"508 E Half Moon Rd, Colbert, Washington, 99005",99005,Washington,Region 10,Non-Transient non-community system,54,,Spokane,4,7,0,-117.403071,47.860282,-117.403031,47.85883,-117.404071,-117.402071,47.859282,47.861282
WA5366200,PARKLAND LIGHT & WATER COMPANY,"98448, Parkland, Washington",98448,Washington,Region 10,Community water system,29023,,Pierce,42,38,0,-122.436431,47.14579,-122.436431,47.14579,-122.441431,-122.431431,47.14079,47.15079
WA5310595,CAMANO COLONY WATER SYSTEM INC,"14263 Calhoun Rd, Mount Vernon, Washington, 98273",98273,Washington,Region 10,Community water system,35,,Island,1,101,0,-122.438713,48.398976,-122.438713,48.398976,-122.448713,-122.428713,48.388976,48.408976
WA5307270,BLACK BEACH RESORT,"80 Blacks Beach Rd, Republic, Washington, 99166",99166,Washington,Region 10,Transient non-community system,15,,Ferry,2,2,0,-118.668008,48.728746,-118.668008,48.728746,-118.678008,-118.658008,48.718746,48.738746
WA5335691,SPRINGWOOD RANCH PARTY BARN,"98946, Thorp, Washington",98946,Washington,Region 10,Transient non-community system,210,,Kittitas,4,2,0,-120.671577,47.066708,-120.671577,47.066708,-120.764577,-120.578577,46.973708,47.159708
WA5368065,POINT EVANS,"98335, Gig Harbor, Washington",98335,Washington,Region 10,Community water system,4769,,Pierce,11,174,0,-122.583413,47.323584,-122.583413,47.323584,-122.696413,-122.470413,47.210584,47.436584
WA5333668,HOLIDAY ACRES,"2611 Vacation Dr SW, Tumwater, Washington, 98512",98512,Washington,Region 10,Community water system,65,,Thurston,1,15,0,-122.937159,46.989932,-122.937131,46.98946,-122.938159,-122.936159,46.988932,46.990932
WA53AB876,TOAD HOLLER,"98366, South Park Village, Washington",98366,Washington,Region 10,Non-Transient non-community system,27,,Kitsap,1,0,0,-122.650051,47.518729,-122.650051,47.518729,-122.819051,-122.481051,47.349729,47.687729
WA5302860,KAREN PLACE,"98335, Gig Harbor, Washington",98335,Washington,Region 10,Community water system,53,,Thurston,3,1,0,-122.583413,47.323584,-122.583413,47.323584,-122.696413,-122.470413,47.210584,47.436584
WA5300604,BADGER CANYON WATER ASSN,"195004 E 27th Ave, Kennewick, Washington, 99337",99337,Washington,Region 10,Community water system,36,,Benton,3,69,0,-119.089941,46.183556,-119.089931,46.18423,-119.090941,-119.088941,46.182556,46.184556
