PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Longitude,Latitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
NH0773020,COLBY BROOK ESTATES,"03234, Epsom, New Hampshire",03234,New Hampshire,Region 1,Community water system,68,EPSOM,Merrimack,3,33,8,-71.385226,43.196843,-71.385226,43.196843,-71.508226,-71.262226,43.073843,43.319843
NH1995010,RINDGE MEMORIAL SCH,"1032 NH Route 119, Rindge, Town of, New Hampshire, 03461",03461,New Hampshire,Region 1,Non-Transient non-community system,450,RINDGE,Cheshire,2,7,5,-72.003991,42.754044,-72.003991,42.754044,-72.013991,-71.993991,42.744044,42.764044
NH1282010,MOUNTAIN VIEW APTS,"380 Mile Hill Rd, Laconia, New Hampshire, 03246",03246,New Hampshire,Region 1,Community water system,100,LACONIA,Belknap,2,61,3,-71.468994,43.512264,-71.467941,43.5121,-71.469994,-71.467994,43.511264,43.513264
NH0883060,EDGE OF WOODS,"344 Old Lake Shore Rd, Gilford, New Hampshire, 03249",03249,New Hampshire,Region 1,Community water system,120,GILFORD,Belknap,2,28,5,-71.405274,43.571981,-71.405274,43.571981,-71.415274,-71.395274,43.561981,43.581981
NH1843010,OSSIPEE MOUNTAINS ESTATES,"16 Puritan Ln, Center Ossipee, New Hampshire, 03814",03814,New Hampshire,Region 1,Community water system,255,OSSIPEE,Carroll,2,161,3,-71.170967,43.783299,-71.170967,43.783299,-71.180967,-71.160967,43.773299,43.793299
NH2032010,HAWTHORNE VILLAGE,"03264, Plymouth, New Hampshire",03264,New Hampshire,Region 1,Community water system,55,RUMNEY,Grafton,1,162,4,-71.692968,43.756975,-71.692968,43.756975,-71.896968,-71.488968,43.552975,43.960975
NH1438030,LYME INN THE,"1 Market St, Lyme, Town of, New Hampshire, 03768",03768,New Hampshire,Region 1,Transient non-community system,50,LYME,Grafton,4,3,2,-72.154706,43.809441,-72.154151,43.80952,-72.155706,-72.153706,43.808441,43.810441
NH1357090,LINCOLN WOODS VISITOR CENTER,"71 White Mountain Dr, Campton, Town of, New Hampshire, 03223",03223,New Hampshire,Region 1,Transient non-community system,300,LINCOLN,Grafton,2,2,2,-71.669508,43.814945,-71.668661,43.81664,-71.670508,-71.668508,43.813945,43.815945
NH0343010,CHESLEYS MHP,"03223, Campton, New Hampshire",03223,New Hampshire,Region 1,Community water system,60,CAMPTON,Grafton,2,30,4,-71.640395,43.851718,-71.640395,43.851718,-71.957395,-71.323395,43.534718,44.168718
NH0778060,HAPPY FAMILY RESTAURANT,"943 Suncook Valley Hwy, Epsom, Town of, New Hampshire, 03234",03234,New Hampshire,Region 1,Transient non-community system,100,EPSOM,Merrimack,2,0,2,-71.360927,43.23028,-71.361501,43.23021,-71.361927,-71.359927,43.22928,43.23128
