State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
Connecticut,FAIRFIELD,Ridgefield Police Department,CT0011800,21,10,11,27,11,16,0,0,0,0,0,0,1,0,1,0,0,0,73,12,61,87,4,83,536,86,450,2,0,2,696,102,594,41.28048,-73.49382
Connecticut,HARTFORD,Rocky Hill Police Department,CT0011900,75,35,40,135,43,92,5,2,3,1,0,1,16,0,16,2,1,1,283,32,251,246,16,230,2399,439,1960,28,1,27,2928,487,2441,41.66597,-72.638336
Connecticut,NEW HAVEN,Seymour Police Department,CT0012400,78,36,42,139,54,85,10,3,7,0,0,0,12,3,9,3,1,2,206,42,164,160,10,150,937,125,812,19,4,15,1303,177,1126,41.397545,-73.07271
Connecticut,FAIRFIELD,Shelton Police Department,CT0012600,122,52,70,307,115,192,9,4,5,0,0,0,43,13,30,7,3,4,780,153,627,446,37,409,2240,289,1951,62,16,46,3466,479,2987,41.320045,-73.11258
Connecticut,HARTFORD,Simsbury Police Department,CT0012800,26,13,13,61,26,35,5,2,3,0,0,0,5,1,4,1,0,1,140,20,120,144,18,126,1038,94,944,11,4,7,1322,132,1190,41.88075,-72.79997
Connecticut,HARTFORD,Southington Police Department,CT0013100,112,48,64,371,133,238,20,3,17,4,1,3,60,17,43,3,1,2,956,132,824,582,59,523,5712,830,4882,104,31,73,7250,1021,6229,41.621525,-72.87579
Connecticut,HARTFORD,South Windsor Police Department,CT0013200,83,34,49,159,56,103,287,122,165,1,0,1,25,5,20,3,2,1,586,94,492,253,36,217,2975,478,2497,39,9,30,3814,608,3206,41.836597,-72.55273
Connecticut,FAIRFIELD,Stamford Police Department,CT0013500,2091,811,1280,3418,1172,2246,41,10,31,0,0,0,221,64,157,59,28,31,1921,299,1622,1756,142,1614,13236,1498,11738,324,92,232,16913,1939,14974,41.060837,-73.53756
Connecticut,NEW LONDON,Stonington Police Department,CT0013700,140,67,73,191,78,113,6,2,4,0,0,0,9,2,7,4,2,2,309,67,242,71,15,56,1498,233,1265,23,2,21,1878,315,1563,41.36695,-71.86386
Connecticut,FAIRFIELD,Stratford Police Department,CT0013800,384,169,215,856,299,557,34,8,26,0,0,0,56,12,44,11,4,7,1164,200,964,1226,126,1100,7527,1335,6192,98,23,75,9917,1661,8256,41.200733,-73.12911
Connecticut,HARTFORD,Suffield Police Department,CT0013900,39,18,21,57,21,36,3,1,2,0,0,0,10,2,8,0,0,0,194,19,175,110,13,97,450,38,412,16,3,13,754,70,684,41.98631,-72.68829
Connecticut,LITCHFIELD,Thomaston Police Department,CT0014000,47,22,25,80,31,49,5,2,3,0,0,0,7,2,5,0,0,0,144,24,120,65,5,60,577,54,523,16,3,13,786,83,703,41.791883,-73.235404
Connecticut,LITCHFIELD,Torrington Police Department,CT0014300,352,168,184,559,233,326,36,15,21,0,0,0,52,10,42,4,2,2,684,161,523,282,52,230,4249,1006,3243,73,13,60,5215,1219,3996,41.812046,-73.12125
Connecticut,FAIRFIELD,Trumbull Police Department,CT0014400,149,53,96,440,147,293,15,4,11,0,0,0,38,6,32,0,0,0,574,67,507,415,66,349,7019,1592,5427,75,13,62,8008,1725,6283,41.23494,-73.21886
Connecticut,TOLLAND,Vernon Police Department,CT0014600,145,64,81,267,113,154,4,2,2,0,0,0,25,9,16,4,2,2,565,98,467,307,38,269,2611,531,2080,36,13,23,3483,667,2816,41.839462,-72.46484
Connecticut,NEW HAVEN,Wallingford Police Department,CT0014800,213,97,116,311,126,185,5,1,4,0,0,0,13,2,11,6,2,4,768,85,683,239,21,218,3530,803,2727,26,6,20,4537,909,3628,41.456078,-72.81701
Connecticut,NEW HAVEN,Waterbury Police Department,CT0015100,2491,824,1667,5009,1419,3590,157,32,125,5,2,3,320,82,238,139,62,77,4540,598,3942,6002,445,5557,23192,2854,20338,502,139,363,33734,3897,29837,41.349717,-72.900204
Connecticut,NEW LONDON,Waterford Police Department,CT0015200,213,106,107,303,138,165,9,3,6,0,0,0,13,4,9,0,0,0,212,55,157,122,31,91,3654,1471,2183,45,15,30,3988,1557,2431,41.34454,-72.137215
Connecticut,LITCHFIELD,Watertown Police Department,CT0015300,138,63,75,231,96,135,1,0,1,0,0,0,9,4,5,7,3,4,441,85,356,323,35,288,2687,409,2278,19,7,12,3451,529,2922,41.598167,-73.1071
Connecticut,HARTFORD,West Hartford Police Department,CT0015500,61,24,37,559,197,362,11,2,9,0,0,0,15,6,9,4,2,2,1413,231,1182,946,94,852,13354,2296,11058,22,8,14,15713,2621,13092,41.75906,-72.73901
Connecticut,NEW HAVEN,West Haven Police Department,CT0015600,594,236,358,1182,358,824,35,11,24,0,0,0,127,18,109,16,6,10,1026,168,858,1382,101,1281,7763,835,6928,168,24,144,10171,1104,9067,41.27384,-72.96431
Connecticut,FAIRFIELD,Weston Police Department,CT0015700,10,5,5,10,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,31,1,30,147,7,140,0,0,0,188,8,180,41.201523,-73.37871
Connecticut,FAIRFIELD,Westport Police Department,CT0015800,47,23,24,74,34,40,2,1,1,0,0,0,6,3,3,1,0,1,337,75,262,352,35,317,2044,287,1757,12,6,6,2733,397,2336,41.140804,-73.3617
Connecticut,HARTFORD,Wethersfield Police Department,CT0015900,127,54,73,304,101,203,8,1,7,0,0,0,32,5,27,2,0,2,505,89,416,491,41,450,2873,688,2185,44,8,36,3869,818,3051,41.72029,-72.667244
Connecticut,FAIRFIELD,Wilton Police Department,CT0016100,32,15,17,55,24,31,2,1,1,0,0,0,8,2,6,0,0,0,124,16,108,74,12,62,787,82,705,11,3,8,985,110,875,41.188206,-73.425186
Connecticut,LITCHFIELD,Winchester Police Department,CT0016200,13,4,9,63,13,50,7,2,5,0,0,0,20,3,17,0,0,0,236,40,196,74,8,66,864,106,758,30,3,27,1174,154,1020,41.871433,-72.96484
Connecticut,WINDHAM,Willimantic Police Department,CT0016300,138,66,72,328,138,190,15,3,12,0,0,0,18,3,15,0,0,0,354,96,258,207,46,161,1228,276,952,77,30,47,1789,418,1371,41.824999,-71.990702
Connecticut,HARTFORD,Windsor Police Department,CT0016400,109,37,72,271,76,195,12,3,9,1,0,1,31,6,25,4,2,2,404,73,331,511,52,459,4729,511,4218,50,11,39,5644,636,5008,41.851955,-72.66085
Connecticut,HARTFORD,Windsor Locks Police Department,CT0016500,39,16,23,122,37,85,1,0,1,0,0,0,13,3,10,11,4,7,216,22,194,230,20,210,1062,97,965,22,3,19,1508,139,1369,41.928047,-72.6476
Connecticut,NEW HAVEN,Wolcott Police Department,CT0016600,17,8,9,77,28,49,2,1,1,0,0,0,15,3,12,1,0,1,385,66,319,276,33,243,1536,208,1328,17,4,13,2197,307,1890,41.578514,-72.98141
Connecticut,NEW HAVEN,Woodbridge Police Department,CT0016700,10,4,6,47,19,28,5,0,5,0,0,0,9,3,6,4,1,3,194,36,158,141,21,120,683,57,626,13,7,6,1018,114,904,41.35437,-73.01193
Connecticut,TOLLAND,"University of Connecticut: Storrs, Avery Point, and Hartford",CT0017000,14,6,8,63,11,52,16,2,14,0,0,0,27,2,25,0,0,0,129,26,103,91,4,87,1055,144,911,40,2,38,1275,174,1101,41.809322,-72.26126
Connecticut,NOT SPECIFIED,Connecticut Department of Motor Vehicles,CT0018000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,2,41.806053,-72.732916
Connecticut,NOT SPECIFIED,Department of Energy and Environmental Protection,CT0018300,23,10,13,26,10,16,2,0,2,0,0,0,2,0,2,0,0,0,15,0,15,5,0,5,129,3,126,2,0,2,149,3,146,,
