State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
Georgia,CARROLL,Whitesburg Police Department,GA0220500,21,5,16,24,6,18,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,4,1,3,90,23,67,0,0,0,109,24,85,33.49634,-84.91557
Georgia,CARROLL,University of West Georgia,GA0220600,17,6,11,48,14,34,2,0,2,0,0,0,16,4,12,0,0,0,73,14,59,13,5,8,419,48,371,11,2,9,505,67,438,33.571545,-85.094604
Georgia,CARROLL,Mount Zion Police Department,GA0220700,28,7,21,34,8,26,0,0,0,0,0,0,5,1,4,0,0,0,26,1,25,13,3,10,76,12,64,4,1,3,115,16,99,33.582237,-85.080527
Georgia,CATOOSA,Catoosa County Sheriff's Office,GA0230000,714,251,463,878,293,585,39,13,26,9,3,6,56,14,42,10,3,7,1044,141,903,1053,289,764,3975,621,3354,88,25,63,6072,1051,5021,34.899393,-85.137353
Georgia,"CATOOSA, WALKER",Fort Oglethorpe Police Department,GA0230100,326,80,246,425,102,323,3,1,2,1,0,1,24,5,19,5,3,2,331,55,276,259,49,210,5741,1953,3788,24,3,21,6331,2057,4274,34.899393,-85.137353
Georgia,CATOOSA,Ringgold Police Department,GA0230200,203,81,122,229,88,141,1,0,1,0,0,0,2,0,2,1,0,1,170,44,126,91,19,72,1232,329,903,7,3,4,1493,392,1101,34.91655,-85.10909
Georgia,CHARLTON,Charlton County Sheriff's Office,GA0240000,120,42,78,147,51,96,1,0,1,0,0,0,0,0,0,13,6,7,256,50,206,131,41,90,273,39,234,5,0,5,660,130,530,30.830587,-82.00494
Georgia,CHARLTON,Folkston Police Department,GA0240100,205,92,113,212,95,117,0,0,0,0,0,0,0,0,0,0,0,0,228,41,187,46,13,33,610,199,411,0,0,0,884,253,631,30.779904,-82.139644
Georgia,CHARLTON,Homeland Police Department,GA0240200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.856588,-82.02113
Georgia,CHATHAM,Chatham County Sheriff's Office,GA0250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.980523,-81.08519
Georgia,CHATHAM,Chatham County Police Department,GA0250100,215,67,148,363,94,269,6,0,6,0,0,0,0,0,0,11,5,6,446,52,394,346,34,312,2254,494,1760,56,14,42,3046,580,2466,32.060173,-81.166336
Georgia,CHATHAM,Garden City Police Department,GA0250200,1006,231,775,1372,379,993,14,3,11,0,0,0,39,12,27,21,9,12,1126,242,884,341,38,303,2737,574,2163,100,52,48,4204,854,3350,31.980523,-81.08519
Georgia,CHATHAM,Savannah-Chatham Metropolitan Police Department,GA0250300,5954,1715,4239,9717,2376,7341,125,15,110,0,0,0,122,13,109,408,164,244,8658,1007,7651,5996,712,5284,37643,5175,32468,493,65,428,52297,6894,45403,32.075733,-81.088394
Georgia,CHATHAM,Pooler Police Department,GA0250400,295,100,195,473,149,324,8,0,8,1,0,1,32,6,26,5,0,5,725,236,489,547,147,400,6968,2300,4668,46,6,40,8240,2683,5557,32.115654,-81.24752
Georgia,CHATHAM,Port Wentworth Police Department,GA0250500,184,75,109,266,94,172,8,3,5,0,0,0,17,3,14,11,5,6,179,19,160,254,30,224,894,24,870,31,6,25,1327,73,1254,32.146427,-81.160324
Georgia,CHATHAM,Tybee Island Police Department,GA0250600,77,27,50,90,29,61,3,1,2,0,0,0,5,1,4,0,0,0,80,12,68,53,9,44,1036,194,842,4,0,4,1169,215,954,31.980523,-81.08519
Georgia,CHATHAM,Thunderbolt Police Department,GA0250700,51,14,37,70,20,50,0,0,0,0,0,0,3,1,2,0,0,0,83,19,64,56,13,43,366,70,296,1,0,1,505,102,403,32.031807,-81.050545
Georgia,CHATHAM,Ports Authority Savannah,GA0250800,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,13,3,10,4,1,3,78,10,68,0,0,0,95,14,81,31.980523,-81.08519
Georgia,CHATHAM,Bloomingdale Police Department,GA0250900,42,10,32,46,10,36,0,0,0,0,0,0,0,0,0,0,0,0,97,16,81,71,12,59,337,57,280,2,0,2,505,85,420,31.980523,-81.08519
Georgia,CHATHAM,Savannah State University,GA0251000,13,0,13,31,0,31,1,0,1,0,0,0,0,0,0,1,0,1,59,0,59,10,0,10,282,0,282,4,0,4,351,0,351,32.02476,-81.05566
Georgia,CHATHAM,Chatham County Board of Education,GA0251600,41,11,30,75,26,49,1,0,1,0,0,0,8,5,3,1,1,0,48,21,27,8,0,8,529,183,346,5,1,4,585,204,381,31.980523,-81.08519
Georgia,CHATHAM,Savannah Technical College,GA0252400,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,42,3,39,0,0,0,47,3,44,31.980523,-81.08519
Georgia,CHATHAM,Savannah Fire and Emergency Services Arson Unit,GA0252500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.08216,-81.09664
