State,County,Agency,Ori,total aggravated-assault crimes (2015-2023),total aggravated-assault cleared crimes (2015-2023),total aggravated-assault actual crimes (2015-2023),total violent-crime crimes (2015-2023),total violent-crime cleared crimes (2015-2023),total violent-crime actual crimes (2015-2023),total arson crimes (2015-2023),total arson cleared crimes (2015-2023),total arson actual crimes (2015-2023),total human-trafficing crimes (2015-2023),total human-trafficing cleared crimes (2015-2023),total human-trafficing actual crimes (2015-2023),total rape-legacy crimes (2015-2023),total rape-legacy cleared crimes (2015-2023),total rape-legacy actual crimes (2015-2023),total homicide crimes (2015-2023),total homicide cleared crimes (2015-2023),total homicide actual crimes (2015-2023),total burglary crimes (2015-2023),total burglary cleared crimes (2015-2023),total burglary actual crimes (2015-2023),total motor-vehicle-theft crimes (2015-2023),total motor-vehicle-theft cleared crimes (2015-2023),total motor-vehicle-theft actual crimes (2015-2023),total larceny crimes (2015-2023),total larceny cleared crimes (2015-2023),total larceny actual crimes (2015-2023),total rape crimes (2015-2023),total rape cleared crimes (2015-2023),total rape actual crimes (2015-2023),total property-crime crimes (2015-2023),total property-crime cleared crimes (2015-2023),total property-crime actual crimes (2015-2023),Latitude,Longitude
California,DEL NORTE,Del Norte County Sheriff's Office,CA0080000,627,182,445,1014,293,721,81,3,78,0,0,0,0,0,0,20,7,13,1491,361,1130,69,17,52,1503,412,1091,239,64,175,3063,790,2273,41.75284,-124.20048
California,DEL NORTE,Crescent City Police Department,CA0080100,415,157,258,543,194,349,61,19,42,0,0,0,5,1,4,0,0,0,378,61,317,95,10,85,1838,496,1342,31,4,27,2311,567,1744,41.754265,-124.20122
California,DEL NORTE,Highway Patrol: Del Norte County,CA008980X,5,2,3,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,363,33,330,143,5,138,0,0,0,510,38,472,41.772213,-124.185356
California,EL DORADO,El Dorado County Sheriff's Office,CA0090000,2227,922,1305,3184,1174,2010,52,16,36,4,0,4,132,11,121,57,24,33,4076,442,3634,364,109,255,11667,1432,10235,553,96,457,16107,1983,14124,38.785532,-120.534398
California,EL DORADO,Placerville Police Department,CA0090100,409,172,237,566,221,345,32,14,18,0,0,0,12,1,11,1,0,1,489,77,412,408,96,312,1823,347,1476,70,18,52,2720,520,2200,38.73032,-120.79018
California,EL DORADO,South Lake Tahoe Police Department,CA0090200,859,341,518,1174,441,733,20,1,19,0,0,0,1,0,1,17,11,6,755,103,652,384,41,343,2405,265,2140,86,9,77,3544,409,3135,38.933025,-119.97075
California,EL DORADO,Union Pacific Railroad: El Dorado County,CA009030X,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,2,0,2,37.798763,-122.24971
California,EL DORADO,Highway Patrol: El Dorado County,CA0099900,3,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,513,89,424,568,6,562,0,0,0,1086,95,991,38.785532,-120.534398
California,FRESNO,Fresno County Sheriff's Office,CA0100000,11574,4408,7166,13070,4799,8271,1063,18,1045,0,0,0,0,0,0,113,33,80,10672,1007,9665,5032,478,4554,10659,471,10188,357,104,253,26363,1956,24407,36.761006,-119.655019
California,FRESNO,Clovis Police Department,CA0100100,1777,734,1043,2681,1004,1677,59,12,47,0,0,0,26,6,20,12,5,7,2797,329,2468,1475,160,1315,18227,3838,14389,384,105,279,22499,4327,18172,36.82397,-119.692795
California,FRESNO,Coalinga Police Department,CA0100200,874,305,569,989,326,663,49,11,38,0,0,0,0,0,0,3,0,3,485,72,413,151,17,134,1252,209,1043,49,4,45,1888,298,1590,36.139175,-120.362045
California,FRESNO,Firebaugh Police Department,CA0100300,260,115,145,332,133,199,25,5,20,0,0,0,0,0,0,0,0,0,189,39,150,164,22,142,438,30,408,42,8,34,791,91,700,36.761006,-119.655019
California,FRESNO,Fowler Police Department,CA0100400,280,105,175,349,130,219,5,0,5,0,0,0,0,0,0,4,3,1,305,30,275,157,16,141,370,25,345,19,4,15,832,71,761,36.630894,-119.67752
California,FRESNO,Fresno Police Department,CA0100500,26104,7671,18433,38459,10785,27674,1882,379,1503,10,3,7,420,52,368,655,243,412,30052,1794,28258,25371,2597,22774,109186,13223,95963,1948,474,1474,164609,17614,146995,36.761006,-119.655019
California,FRESNO,Huron Police Department,CA0100600,645,242,403,745,259,486,103,1,102,0,0,0,0,0,0,7,2,5,152,15,137,136,19,117,205,9,196,24,4,20,493,43,450,36.761006,-119.655019
California,FRESNO,Kerman Police Department,CA0100700,329,112,217,456,147,309,5,0,5,0,0,0,0,0,0,2,1,1,547,105,442,312,33,279,1991,414,1577,35,8,27,2850,552,2298,36.722088,-120.06027
California,FRESNO,Kingsburg Police Department,CA0100800,245,103,142,343,141,202,13,4,9,0,0,0,0,0,0,1,0,1,724,87,637,390,16,374,930,58,872,36,15,21,2044,161,1883,36.761006,-119.655019
California,FRESNO,Mendota Police Department,CA0100900,858,366,492,984,403,581,17,4,13,0,0,0,0,0,0,8,1,7,376,49,327,450,47,403,601,53,548,46,14,32,1427,149,1278,36.759174,-120.373276
California,FRESNO,Orange Cove Police Department,CA0101000,275,86,189,321,93,228,3,0,3,0,0,0,0,0,0,8,0,8,152,4,148,184,4,180,320,1,319,6,2,4,656,9,647,36.761006,-119.655019
California,FRESNO,Parlier Police Department,CA0101100,790,287,503,989,344,645,111,10,101,0,0,0,0,0,0,9,1,8,465,45,420,535,59,476,761,58,703,71,23,48,1761,162,1599,36.761006,-119.655019
California,FRESNO,Reedley Police Department,CA0101200,1292,507,785,1539,578,961,46,7,39,0,0,0,0,0,0,8,0,8,867,120,747,548,70,478,1364,131,1233,96,22,74,2779,321,2458,36.598927,-119.453575
California,FRESNO,Sanger Police Department,CA0101300,974,321,653,1243,389,854,18,3,15,0,0,0,0,0,0,15,5,10,832,116,716,511,31,480,2259,414,1845,96,19,77,3602,561,3041,36.70591,-119.56111
California,FRESNO,Selma Police Department,CA0101500,1496,396,1100,1839,478,1361,38,8,30,0,0,0,0,0,0,20,5,15,1486,120,1366,1079,50,1029,3243,386,2857,120,30,90,5808,556,5252,36.567337,-119.611984
California,FRESNO,State Center Community College District,CA0101700,19,9,10,30,12,18,5,0,5,0,0,0,0,0,0,0,0,0,142,10,132,49,4,45,808,37,771,1,0,1,999,51,948,36.739437,-119.79724
California,FRESNO,Union Pacific Railroad: Fresno County,CA0102400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,24,0,24,0,0,0,30,0,30,37.798763,-122.24971
California,FRESNO,Department of Parks and Recreation: San Joaquin,CA0103000,25,12,13,25,12,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,16,3,13,0,0,0,19,3,16,36.761006,-119.655019
California,FRESNO,Clovis Unified School District,CA0103500,9,4,5,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,4,0,4,0,0,0,6,0,6,,
California,FRESNO,California State University: Fresno,CA0109700,53,15,38,108,31,77,9,1,8,0,0,0,0,0,0,0,0,0,238,19,219,117,22,95,1214,70,1144,31,10,21,1569,111,1458,36.81583,-119.748314
California,FRESNO,Highway Patrol: Fresno County,CA0109900,3,0,3,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,5,0,5,1111,77,1034,178,2,176,0,0,0,1294,79,1215,36.757477,-119.82758
California,FRESNO,Coalinga State Hospital,CA010M15M,1181,36,1145,1195,36,1159,2,0,2,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,20,0,20,13,0,13,27,0,27,,
California,GLENN,Glenn County Sheriff's Office,CA0110000,616,142,474,722,154,568,32,3,29,0,0,0,12,1,11,9,2,7,672,41,631,169,16,153,1384,132,1252,56,4,52,2225,189,2036,39.602546,-122.4017
California,GLENN,Orland Police Department,CA0110100,164,43,121,235,61,174,3,0,3,0,0,0,0,0,0,5,2,3,191,13,178,165,15,150,583,45,538,29,9,20,939,73,866,39.602546,-122.4017
