PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Latitude,Longitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
MN5180837,Good Ol' Days Family Resort,"56468, Nisswa, Minnesota",56468,Minnesota,Region 5,Transient non-community system,80,,Crow Wing,5,0,7,-94.287006,46.525952,-94.287006,46.525952,-94.462006,-94.112006,46.350952,46.700952
MN5180838,Angell's Hideaway Resort,"15886 64th St, Becker, Minnesota, 55308",55308,Minnesota,Region 5,Transient non-community system,25,,Crow Wing,4,0,7,-93.833352,45.475486,-93.832001,45.47726,-93.834352,-93.832352,45.474486,45.476486
MN5180843,Trout Lake Camp,"10173 Trout Lake Dr, Pine River, Minnesota, 56474",56474,Minnesota,Region 5,Transient non-community system,500,,Crow Wing,37,5,7,-94.188121,46.709923,-94.188151,46.70978,-94.189121,-94.187121,46.708923,46.710923
MN5020418,Chandler Industries,"23530 University Avenue Ext NW, Bethel, Minnesota, 55005",55005,Minnesota,Region 5,Non-Transient non-community system,55,,Anoka,3,0,10,-93.265423,45.397025,-93.265423,45.397025,-93.275423,-93.255423,45.387025,45.407025
MN5020419,Waldoch Sports Inc.,"Lake Dr, Lexington, Minnesota, 55014",55014,Minnesota,Region 5,Transient non-community system,30,,Anoka,3,1,9,-93.170244,45.137307,-93.170244,45.137307,-93.179244,-93.161244,45.128307,45.146307
MN5020420,Ham Lake City Park,"15544 Central Ave NE, Ham Lake, Minnesota, 55304",55304,Minnesota,Region 5,Transient non-community system,50,,Anoka,9,1,9,-93.23492,45.253501,-93.240741,45.25323,-93.23592,-93.23392,45.252501,45.254501
MN5020432,Bethel Community Park-Ball Park Pavilion,"55005, Bethel, Minnesota",55005,Minnesota,Region 5,Transient non-community system,30,,Anoka,3,0,9,-93.241662,45.410089,-93.241662,45.410089,-93.347662,-93.135662,45.304089,45.516089
MN5020435,Prairie Oak Community Church,"1657 161st Ave NW, Andover, Minnesota, 55304",55304,Minnesota,Region 5,Transient non-community system,300,,Anoka,3,0,8,-93.308231,45.262657,-93.308191,45.26425,-93.309231,-93.307231,45.261657,45.263657
MN5020538,Abra Auto Body and Glass,"13819 Highway 65 NE, Ham Lake, Minnesota, 55304",55304,Minnesota,Region 5,Transient non-community system,35,,Anoka,2,0,6,-93.234392,45.220918,-93.234392,45.220918,-93.244392,-93.224392,45.210918,45.230918
MN5020539,The Moonshine Whiskey,"21383 NE Ulysses St, East Bethel, Minnesota, 55011",55011,Minnesota,Region 5,Transient non-community system,25,,Anoka,3,2,5,-93.238488,45.358077,-93.238488,45.358077,-93.248488,-93.228488,45.348077,45.368077
