PWSID,PWS Name,Approximate Address,Postal,Primacy Agency,EPA Region,PWS Type,Population Served Count,Cities Served,Counties Served,# of Facilities,# of Violations,# of Site Visits,Latitude,Longitude,DisplayX,DisplayY,Xmin,Xmax,Ymin,Ymax
NN0403025,Sawmill NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,899,"Sawmill (east and south), Upper Buell Pa",,7,13,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403023,Round Rock NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,910,Round Rock,,15,21,7,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403021,Cottonwood-Tselani NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1402,"Cottonwood, Tselani",,15,33,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403015,Oak Springs NTUA (south of Hunters Point),"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,415,Oak Springs (South of Window Rock),,13,28,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403006,LeChee NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1190,Le Chee,,10,76,8,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0432005,Cove Day School BIA,"86544, Red Valley, Arizona",86544,Navajo Nation,Region 9,Community water system,73,Cove,,6,70,7,-109.606245,36.295808,-109.606245,36.295808,-109.647245,-109.565245,36.254808,36.336808
NN0403005,Tsaile-Dine College NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1213,"Tsaile, Dine College",,20,95,4,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403004,Pinon-District 4 NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,5626,"Pinon, South Pinon, Burnt Corn, Blue Gap",,34,33,6,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403003,Kayenta NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,4239,Kayenta,,38,98,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403001,Ganado-Burnside-Cornfield-Steamboat NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,4151,"Ganado, Cornfield, Steamboat, Woodspring",,28,72,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0403000,Fort Defiance-Window Rock-St Michaels NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,14108,"Fort Defiance, Window Rock, St. Michaels",,83,152,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400812,Wheatfields NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,326,Wheatfields,,8,55,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400399,Sweetwater NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1981,"Sweetwater, Red Mesa",,25,66,8,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400397,Nazlini NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,906,Nazlini,,11,73,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400396,Rough Rock NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,499,Rough Rock,,9,30,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400379,Tonalea-Red Lake NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1229,"Tonalea, Red Lake",,5,28,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400348,Kaibeto NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1425,Kaibeto,,11,25,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400342,Dilkon-Indian Wells-Greasewood-White Cone NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,5084,"Dilcon, Indian Wells, Lower Greasewood, ",,37,87,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400326,Shonto Junction NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1179,Shonto Junction,,10,33,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400322,Shonto NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,449,Shonto,,8,27,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400321,Kinlichee NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,876,Kinlichee,,10,18,4,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400296,Dennehotso NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1037,Dennehotso,,8,33,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400290,Chilchinbeto NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1329,Chilchinbeto,,15,31,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400286,White Post Mission NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,204,"White Post Mission, Shonto",,9,560,5,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
NN0400283,Inscription House-Navajo Mountain NTUA,"86504, Fort Defiance, Arizona",86504,Navajo Nation,Region 9,Community water system,1501,"Inscription House, Broad Mesa West, Dry ",,17,8,8,-109.083181,35.787951,-109.083181,35.787951,-109.088181,-109.078181,35.782951,35.792951
