State,County,WIC redemptions per capita 2011 (PC_WIC_REDEMP11),Units,FIPS,FID
Georgia,Lamar,26.91375732421875,Dollars/capita,13171,841
Georgia,Lanier,nan,Dollars/capita,13173,845
Georgia,Laurens,32.52854537963867,Dollars/capita,13175,847
Georgia,Lee,28.043495178222656,Dollars/capita,13177,849
Georgia,Liberty,39.1932487487793,Dollars/capita,13179,855
Georgia,Lincoln,nan,Dollars/capita,13181,857
Georgia,Long,nan,Dollars/capita,13183,860
Georgia,Lowndes,28.498815536499023,Dollars/capita,13185,863
Georgia,Lumpkin,12.10536003112793,Dollars/capita,13187,865
Georgia,McDuffie,26.749629974365234,Dollars/capita,13189,868
Georgia,McIntosh,nan,Dollars/capita,13191,871
Georgia,Macon,28.509374618530273,Dollars/capita,13193,874
Georgia,Madison,15.92468547821045,Dollars/capita,13195,875
Georgia,Marion,nan,Dollars/capita,13197,877
Georgia,Meriwether,20.134536743164062,Dollars/capita,13199,879
Georgia,Miller,nan,Dollars/capita,13201,881
Georgia,Mitchell,23.416688919067383,Dollars/capita,13205,883
Georgia,Monroe,14.339126586914062,Dollars/capita,13207,885
Georgia,Montgomery,nan,Dollars/capita,13209,887
Georgia,Morgan,nan,Dollars/capita,13211,890
Georgia,Murray,23.11154556274414,Dollars/capita,13213,892
Georgia,Muscogee,29.737056732177734,Dollars/capita,13215,896
Georgia,Newton,27.69227409362793,Dollars/capita,13217,899
Georgia,Oconee,14.780600547790527,Dollars/capita,13219,901
Georgia,Oglethorpe,nan,Dollars/capita,13221,905
Georgia,Paulding,10.990520477294922,Dollars/capita,13223,908
Georgia,Peach,18.493257522583008,Dollars/capita,13225,910
Georgia,Pickens,14.930819511413574,Dollars/capita,13227,912
Georgia,Pierce,17.102487564086914,Dollars/capita,13229,915
Georgia,Pike,nan,Dollars/capita,13231,7
Georgia,Polk,29.225412368774414,Dollars/capita,13233,8
Georgia,Pulaski,nan,Dollars/capita,13235,11
Georgia,Putnam,20.393577575683594,Dollars/capita,13237,13
Georgia,Quitman,nan,Dollars/capita,13239,16
Georgia,Rabun,18.223295211791992,Dollars/capita,13241,18
Georgia,Randolph,32.627445220947266,Dollars/capita,13243,23
Georgia,Richmond,27.765405654907227,Dollars/capita,13245,24
Georgia,Rockdale,40.737300872802734,Dollars/capita,13247,28
Georgia,Schley,nan,Dollars/capita,13249,31
Georgia,Screven,45.962093353271484,Dollars/capita,13251,34
Georgia,Seminole,34.37261962890625,Dollars/capita,13253,38
Georgia,Spalding,29.56729507446289,Dollars/capita,13255,41
Georgia,Stephens,26.256637573242188,Dollars/capita,13257,45
Georgia,Stewart,nan,Dollars/capita,13259,48
Georgia,Sumter,38.327999114990234,Dollars/capita,13261,52
Georgia,Talbot,nan,Dollars/capita,13263,57
Georgia,Taliaferro,nan,Dollars/capita,13265,60
Georgia,Tattnall,29.358633041381836,Dollars/capita,13267,63
Georgia,Taylor,nan,Dollars/capita,13269,69
Georgia,Telfair,21.780651092529297,Dollars/capita,13271,75
Georgia,Terrell,28.71422576904297,Dollars/capita,13273,78
Georgia,Thomas,22.64175796508789,Dollars/capita,13275,83
Georgia,Tift,37.4243278503418,Dollars/capita,13277,87
Georgia,Toombs,43.15695571899414,Dollars/capita,13279,91
Georgia,Towns,nan,Dollars/capita,13281,95
Georgia,Treutlen,nan,Dollars/capita,13283,102
Georgia,Troup,27.184207916259766,Dollars/capita,13285,105
Georgia,Turner,nan,Dollars/capita,13287,108
Georgia,Twiggs,nan,Dollars/capita,13289,116
Georgia,Union,16.831411361694336,Dollars/capita,13291,120
Georgia,Upson,nan,Dollars/capita,13293,123
Georgia,Walker,13.671523094177246,Dollars/capita,13295,126
Georgia,Walton,11.525618553161621,Dollars/capita,13297,127
Georgia,Ware,42.61933898925781,Dollars/capita,13299,132
Georgia,Warren,nan,Dollars/capita,13301,135
Georgia,Washington,30.23138999938965,Dollars/capita,13303,143
Georgia,Wayne,26.095298767089844,Dollars/capita,13305,147
Georgia,Webster,nan,Dollars/capita,13307,149
Georgia,Wheeler,nan,Dollars/capita,13309,154
Georgia,White,15.943681716918945,Dollars/capita,13311,157
Georgia,Whitfield,50.74982452392578,Dollars/capita,13313,159
Georgia,Wilcox,nan,Dollars/capita,13315,163
Georgia,Wilkes,25.581989288330078,Dollars/capita,13317,167
Georgia,Wilkinson,nan,Dollars/capita,13319,169
Georgia,Worth,nan,Dollars/capita,13321,173
Hawaii,Hawaii,31.806591033935547,Dollars/capita,15001,198
Hawaii,Honolulu,18.995548248291016,Dollars/capita,15003,234
Hawaii,Kalawao,nan,Dollars/capita,15005,247
Hawaii,Kauai,22.07731056213379,Dollars/capita,15007,261
Hawaii,Maui,21.184322357177734,Dollars/capita,15009,323
Idaho,Ada,8.976534843444824,Dollars/capita,16001,336
Idaho,Adams,nan,Dollars/capita,16003,338
Idaho,Bannock,20.73318862915039,Dollars/capita,16005,343
Idaho,Bear Lake,nan,Dollars/capita,16007,349
Idaho,Benewah,25.252315521240234,Dollars/capita,16009,354
Idaho,Bingham,20.36515235900879,Dollars/capita,16011,362
Idaho,Blaine,nan,Dollars/capita,16013,371
Idaho,Boise,nan,Dollars/capita,16015,380
Idaho,Bonner,10.391390800476074,Dollars/capita,16017,387
Idaho,Bonneville,22.47540855407715,Dollars/capita,16019,395
Idaho,Boundary,nan,Dollars/capita,16021,405
Idaho,Butte,nan,Dollars/capita,16023,414
Idaho,Camas,nan,Dollars/capita,16025,429
Idaho,Canyon,21.714841842651367,Dollars/capita,16027,441
Idaho,Caribou,nan,Dollars/capita,16029,449
Idaho,Cassia,18.791776657104492,Dollars/capita,16031,456
Idaho,Clark,nan,Dollars/capita,16033,464
Idaho,Clearwater,10.290779113769531,Dollars/capita,16035,474
Idaho,Custer,nan,Dollars/capita,16037,484
Idaho,Elmore,21.052255630493164,Dollars/capita,16039,490
Idaho,Franklin,nan,Dollars/capita,16041,498
Idaho,Fremont,nan,Dollars/capita,16043,502
Idaho,Gem,nan,Dollars/capita,16045,510
Idaho,Gooding,21.358295440673828,Dollars/capita,16047,519
Idaho,Idaho,9.280735969543457,Dollars/capita,16049,528
Idaho,Jefferson,nan,Dollars/capita,16051,540
Idaho,Jerome,nan,Dollars/capita,16053,547
Idaho,Kootenai,14.10095500946045,Dollars/capita,16055,552
Idaho,Latah,8.4549560546875,Dollars/capita,16057,559
Idaho,Lemhi,nan,Dollars/capita,16059,566
Idaho,Lewis,nan,Dollars/capita,16061,574
Idaho,Lincoln,nan,Dollars/capita,16063,578
Idaho,Madison,29.168197631835938,Dollars/capita,16065,581
Idaho,Minidoka,nan,Dollars/capita,16067,585
Idaho,Nez Perce,15.910136222839355,Dollars/capita,16069,589
Idaho,Oneida,nan,Dollars/capita,16071,593
Idaho,Owyhee,nan,Dollars/capita,16073,601
Idaho,Payette,19.990684509277344,Dollars/capita,16075,606
Idaho,Power,nan,Dollars/capita,16077,613
Idaho,Shoshone,13.644977569580078,Dollars/capita,16079,621
Idaho,Teton,nan,Dollars/capita,16081,627
Idaho,Twin Falls,20.76780891418457,Dollars/capita,16083,634
Idaho,Valley,nan,Dollars/capita,16085,643
Idaho,Washington,nan,Dollars/capita,16087,649
Illinois,Adams,18.519968032836914,Dollars/capita,17001,650
Illinois,Alexander,nan,Dollars/capita,17003,651
Illinois,Bond,nan,Dollars/capita,17005,652
Illinois,Boone,14.733323097229004,Dollars/capita,17007,653
Illinois,Brown,nan,Dollars/capita,17009,654
Illinois,Bureau,9.516305923461914,Dollars/capita,17011,2
Illinois,Calhoun,nan,Dollars/capita,17013,4
Illinois,Carroll,nan,Dollars/capita,17015,6
Illinois,Cass,22.967554092407227,Dollars/capita,17017,10
Illinois,Champaign,13.067986488342285,Dollars/capita,17019,12
Illinois,Christian,17.548784255981445,Dollars/capita,17021,14
Illinois,Clark,17.590726852416992,Dollars/capita,17023,19
Illinois,Clay,23.854631423950195,Dollars/capita,17025,22
Illinois,Clinton,13.163963317871094,Dollars/capita,17027,27
Illinois,Coles,16.22821807861328,Dollars/capita,17029,30
Illinois,Cook,21.93857765197754,Dollars/capita,17031,36
Illinois,Crawford,nan,Dollars/capita,17033,40
Illinois,Cumberland,nan,Dollars/capita,17035,44
Illinois,DeKalb,10.973869323730469,Dollars/capita,17037,49
Illinois,De Witt,13.017792701721191,Dollars/capita,17039,53
Illinois,Douglas,nan,Dollars/capita,17041,55
Illinois,DuPage,9.104926109313965,Dollars/capita,17043,64
Illinois,Edgar,13.503379821777344,Dollars/capita,17045,66
Illinois,Edwards,nan,Dollars/capita,17047,71
Illinois,Effingham,19.915199279785156,Dollars/capita,17049,76
Illinois,Fayette,21.633333206176758,Dollars/capita,17051,79
Illinois,Ford,nan,Dollars/capita,17053,81
Illinois,Franklin,19.746768951416016,Dollars/capita,17055,85
Illinois,Fulton,14.800093650817871,Dollars/capita,17057,89
Illinois,Gallatin,nan,Dollars/capita,17059,92
Illinois,Greene,14.808517456054688,Dollars/capita,17061,96
Illinois,Grundy,10.189682006835938,Dollars/capita,17063,99
Illinois,Hamilton,nan,Dollars/capita,17065,106
Illinois,Hancock,11.347192764282227,Dollars/capita,17067,111
Illinois,Hardin,nan,Dollars/capita,17069,113
Illinois,Henderson,nan,Dollars/capita,17071,117
Illinois,Henry,11.208768844604492,Dollars/capita,17073,121
Illinois,Iroquois,9.92885971069336,Dollars/capita,17075,125
Illinois,Jackson,17.15911293029785,Dollars/capita,17077,129
Illinois,Jasper,nan,Dollars/capita,17079,133
Illinois,Jefferson,19.480709075927734,Dollars/capita,17081,137
Illinois,Jersey,nan,Dollars/capita,17083,142
Illinois,Jo Daviess,8.509892463684082,Dollars/capita,17085,145
Illinois,Johnson,nan,Dollars/capita,17087,152
Illinois,Kane,18.23597526550293,Dollars/capita,17089,156
Illinois,Kankakee,18.415346145629883,Dollars/capita,17091,161
Illinois,Kendall,11.114563941955566,Dollars/capita,17093,165
Illinois,Knox,18.279922485351562,Dollars/capita,17095,166
Illinois,Lake,15.786785125732422,Dollars/capita,17097,170
Illinois,LaSalle,15.156351089477539,Dollars/capita,17099,175
Illinois,Lawrence,17.081527709960938,Dollars/capita,17101,177
Illinois,Lee,13.926216125488281,Dollars/capita,17103,180
Illinois,Livingston,13.60581111907959,Dollars/capita,17105,182
Illinois,Logan,14.10750961303711,Dollars/capita,17107,186
Illinois,McDonough,12.526595115661621,Dollars/capita,17109,189
Illinois,McHenry,9.263894081115723,Dollars/capita,17111,192
Illinois,McLean,10.205452919006348,Dollars/capita,17113,193
Illinois,Macon,19.8449649810791,Dollars/capita,17115,194
Illinois,Macoupin,10.837937355041504,Dollars/capita,17117,196
Illinois,Madison,17.24188995361328,Dollars/capita,17119,199
Illinois,Marion,19.909454345703125,Dollars/capita,17121,201
Illinois,Marshall,nan,Dollars/capita,17123,202
Illinois,Mason,nan,Dollars/capita,17125,206
Illinois,Massac,24.408367156982422,Dollars/capita,17127,208
Illinois,Menard,nan,Dollars/capita,17129,212
Illinois,Mercer,9.967421531677246,Dollars/capita,17131,216
Illinois,Monroe,7.220931053161621,Dollars/capita,17133,219
Illinois,Montgomery,19.66526222229004,Dollars/capita,17135,223
Illinois,Morgan,18.38227081298828,Dollars/capita,17137,225
Illinois,Moultrie,10.144433975219727,Dollars/capita,17139,227
Illinois,Ogle,9.798898696899414,Dollars/capita,17141,229
Illinois,Peoria,14.69630241394043,Dollars/capita,17143,233
Illinois,Perry,15.490360260009766,Dollars/capita,17145,235
Illinois,Piatt,nan,Dollars/capita,17147,238
Illinois,Pike,17.302677154541016,Dollars/capita,17149,241
Illinois,Pope,nan,Dollars/capita,17151,245
Illinois,Pulaski,nan,Dollars/capita,17153,248
Illinois,Putnam,nan,Dollars/capita,17155,253
Illinois,Randolph,15.5045804977417,Dollars/capita,17157,255
Illinois,Richland,25.026185989379883,Dollars/capita,17159,259
Illinois,Rock Island,20.949573516845703,Dollars/capita,17161,265
Illinois,St. Clair,18.82283592224121,Dollars/capita,17163,269
Illinois,Saline,26.315778732299805,Dollars/capita,17165,271
Illinois,Sangamon,15.115933418273926,Dollars/capita,17167,274
Illinois,Schuyler,nan,Dollars/capita,17169,278
Illinois,Scott,nan,Dollars/capita,17171,280
Illinois,Shelby,nan,Dollars/capita,17173,283
Illinois,Stark,nan,Dollars/capita,17175,285
Illinois,Stephenson,17.51706314086914,Dollars/capita,17177,290
Illinois,Tazewell,13.572163581848145,Dollars/capita,17179,291
Illinois,Union,22.760385513305664,Dollars/capita,17181,293
Illinois,Vermilion,22.99297523498535,Dollars/capita,17183,296
Illinois,Wabash,nan,Dollars/capita,17185,299
Illinois,Warren,16.759899139404297,Dollars/capita,17187,301
Illinois,Washington,6.7421956062316895,Dollars/capita,17189,305
Illinois,Wayne,15.123183250427246,Dollars/capita,17191,310
Illinois,White,17.448627471923828,Dollars/capita,17193,312
Illinois,Whiteside,22.754562377929688,Dollars/capita,17195,314
Illinois,Will,9.91067123413086,Dollars/capita,17197,320
Illinois,Williamson,17.458707809448242,Dollars/capita,17199,324
Illinois,Winnebago,19.81918716430664,Dollars/capita,17201,325
Illinois,Woodford,4.132349491119385,Dollars/capita,17203,328
Indiana,Adams,13.649188041687012,Dollars/capita,18001,330
Indiana,Allen,16.232521057128906,Dollars/capita,18003,335
Indiana,Bartholomew,17.048904418945312,Dollars/capita,18005,342
Indiana,Benton,nan,Dollars/capita,18007,179
Indiana,Blackford,18.564697265625,Dollars/capita,18009,183
Indiana,Boone,7.008683681488037,Dollars/capita,18011,185
Indiana,Brown,4.279782295227051,Dollars/capita,18013,188
Indiana,Carroll,7.592235565185547,Dollars/capita,18015,195
Indiana,Cass,19.971532821655273,Dollars/capita,18017,211
Indiana,Clark,15.814925193786621,Dollars/capita,18019,215
Indiana,Clay,19.28928565979004,Dollars/capita,18021,221
Indiana,Clinton,21.5119571685791,Dollars/capita,18023,226
Indiana,Crawford,nan,Dollars/capita,18025,232
Indiana,Daviess,17.154361724853516,Dollars/capita,18027,239
Indiana,Dearborn,6.843392848968506,Dollars/capita,18029,242
Indiana,Decatur,18.18207359313965,Dollars/capita,18031,246
Indiana,DeKalb,13.815449714660645,Dollars/capita,18033,249
Indiana,Delaware,15.859413146972656,Dollars/capita,18035,252
Indiana,Dubois,16.192378997802734,Dollars/capita,18037,254
Indiana,Elkhart,23.535343170166016,Dollars/capita,18039,260
Indiana,Fayette,22.82453155517578,Dollars/capita,18041,263
Indiana,Floyd,14.162832260131836,Dollars/capita,18043,267
Indiana,Fountain,19.96455955505371,Dollars/capita,18045,270
Indiana,Franklin,17.09598159790039,Dollars/capita,18047,272
Indiana,Fulton,18.724334716796875,Dollars/capita,18049,276
Indiana,Gibson,15.394440650939941,Dollars/capita,18051,286
Indiana,Grant,21.70105743408203,Dollars/capita,18053,297
Indiana,Greene,14.180657386779785,Dollars/capita,18055,309
Indiana,Hamilton,6.0286478996276855,Dollars/capita,18057,321
Indiana,Hancock,7.000854969024658,Dollars/capita,18059,329
Indiana,Harrison,13.309514999389648,Dollars/capita,18061,334
Indiana,Hendricks,7.908183574676514,Dollars/capita,18063,341
Indiana,Henry,14.914739608764648,Dollars/capita,18065,344
Indiana,Howard,21.418222427368164,Dollars/capita,18067,348
Indiana,Huntington,14.105969429016113,Dollars/capita,18069,352
Indiana,Jackson,21.192054748535156,Dollars/capita,18071,355
Indiana,Jasper,13.811220169067383,Dollars/capita,18073,356
Indiana,Jay,15.483962059020996,Dollars/capita,18075,358
Indiana,Jefferson,18.084331512451172,Dollars/capita,18077,363
Indiana,Jennings,19.3597469329834,Dollars/capita,18079,367
Indiana,Johnson,10.613673210144043,Dollars/capita,18081,370
Indiana,Knox,16.59838104248047,Dollars/capita,18083,376
Indiana,Kosciusko,14.116352081298828,Dollars/capita,18085,384
Indiana,LaGrange,1.8152916431427002,Dollars/capita,18087,386
Indiana,Lake,19.13910675048828,Dollars/capita,18089,389
Indiana,LaPorte,18.358354568481445,Dollars/capita,18091,392
Indiana,Lawrence,16.057838439941406,Dollars/capita,18093,396
Indiana,Madison,17.163249969482422,Dollars/capita,18095,401
Indiana,Marion,21.885154724121094,Dollars/capita,18097,409
Indiana,Marshall,16.893924713134766,Dollars/capita,18099,412
Indiana,Martin,11.611116409301758,Dollars/capita,18101,418
Indiana,Miami,14.100175857543945,Dollars/capita,18103,420
Indiana,Monroe,9.93074893951416,Dollars/capita,18105,422
Indiana,Montgomery,16.866016387939453,Dollars/capita,18107,425
Indiana,Morgan,10.351550102233887,Dollars/capita,18109,430
Indiana,Newton,9.540115356445312,Dollars/capita,18111,433
Indiana,Noble,14.920597076416016,Dollars/capita,18113,436
Indiana,Ohio,nan,Dollars/capita,18115,440
Indiana,Orange,16.707151412963867,Dollars/capita,18117,444
Indiana,Owen,11.539132118225098,Dollars/capita,18119,448
Indiana,Parke,nan,Dollars/capita,18121,452
Indiana,Perry,17.768430709838867,Dollars/capita,18123,459
Indiana,Pike,nan,Dollars/capita,18125,465
Indiana,Porter,11.435846328735352,Dollars/capita,18127,468
Indiana,Posey,6.955617904663086,Dollars/capita,18129,471
Indiana,Pulaski,nan,Dollars/capita,18131,477
Indiana,Putnam,13.098556518554688,Dollars/capita,18133,480
Indiana,Randolph,12.246070861816406,Dollars/capita,18135,485
Indiana,Ripley,11.119485855102539,Dollars/capita,18137,488
Indiana,Rush,11.341744422912598,Dollars/capita,18139,493
Indiana,St. Joseph,16.07390022277832,Dollars/capita,18141,496
Indiana,Scott,24.934242248535156,Dollars/capita,18143,504
Indiana,Shelby,14.776931762695312,Dollars/capita,18145,506
Indiana,Spencer,9.8177490234375,Dollars/capita,18147,509
Indiana,Starke,16.096073150634766,Dollars/capita,18149,512
Indiana,Steuben,18.626232147216797,Dollars/capita,18151,515
Indiana,Sullivan,11.115571022033691,Dollars/capita,18153,518
Indiana,Switzerland,nan,Dollars/capita,18155,526
Indiana,Tippecanoe,15.056989669799805,Dollars/capita,18157,530
Indiana,Tipton,nan,Dollars/capita,18159,534
Indiana,Union,nan,Dollars/capita,18161,538
Indiana,Vanderburgh,15.066664695739746,Dollars/capita,18163,543
Indiana,Vermillion,nan,Dollars/capita,18165,548
Indiana,Vigo,17.18102264404297,Dollars/capita,18167,553
Indiana,Wabash,17.123558044433594,Dollars/capita,18169,555
Indiana,Warren,nan,Dollars/capita,18171,567
Indiana,Warrick,11.297529220581055,Dollars/capita,18173,575
Indiana,Washington,11.809582710266113,Dollars/capita,18175,584
Indiana,Wayne,19.98421859741211,Dollars/capita,18177,586
Indiana,Wells,nan,Dollars/capita,18179,590
Indiana,White,nan,Dollars/capita,18181,594
Indiana,Whitley,10.774477005004883,Dollars/capita,18183,597
Iowa,Adair,12.899019241333008,Dollars/capita,19001,598
Iowa,Adams,nan,Dollars/capita,19003,602
Iowa,Allamakee,13.870595932006836,Dollars/capita,19005,608
Iowa,Appanoose,19.974390029907227,Dollars/capita,19007,611
Iowa,Audubon,nan,Dollars/capita,19009,615
Iowa,Benton,5.624429702758789,Dollars/capita,19011,619
Iowa,Black Hawk,19.59058952331543,Dollars/capita,19013,623
Iowa,Boone,9.495416641235352,Dollars/capita,19015,625
Iowa,Bremer,8.396751403808594,Dollars/capita,19017,631
Iowa,Buchanan,10.953428268432617,Dollars/capita,19019,632
Iowa,Buena Vista,28.159421920776367,Dollars/capita,19021,633
Iowa,Butler,3.100066900253296,Dollars/capita,19023,361
Iowa,Calhoun,nan,Dollars/capita,19025,365
Iowa,Carroll,14.3328857421875,Dollars/capita,19027,369
Iowa,Cass,18.899456024169922,Dollars/capita,19029,374
Iowa,Cedar,5.3686442375183105,Dollars/capita,19031,379
Iowa,Cerro Gordo,20.96021842956543,Dollars/capita,19033,383
Iowa,Cherokee,12.534309387207031,Dollars/capita,19035,388
Iowa,Chickasaw,nan,Dollars/capita,19037,393
Iowa,Clarke,nan,Dollars/capita,19039,397
Iowa,Clay,19.166797637939453,Dollars/capita,19041,398
Iowa,Clayton,11.068490982055664,Dollars/capita,19043,402
Iowa,Clinton,15.489907264709473,Dollars/capita,19045,404
Iowa,Crawford,29.193925857543945,Dollars/capita,19047,408
Iowa,Dallas,9.719459533691406,Dollars/capita,19049,413
Iowa,Davis,nan,Dollars/capita,19051,416
Iowa,Decatur,nan,Dollars/capita,19053,419
Iowa,Delaware,nan,Dollars/capita,19055,421
Iowa,Des Moines,17.303062438964844,Dollars/capita,19057,424
Iowa,Dickinson,8.996085166931152,Dollars/capita,19059,427
Iowa,Dubuque,13.537385940551758,Dollars/capita,19061,434
Iowa,Emmet,nan,Dollars/capita,19063,437
Iowa,Fayette,12.743301391601562,Dollars/capita,19065,442
Iowa,Floyd,nan,Dollars/capita,19067,447
Iowa,Franklin,nan,Dollars/capita,19069,451
Iowa,Fremont,25.57001304626465,Dollars/capita,19071,455
Iowa,Greene,nan,Dollars/capita,19073,458
Iowa,Grundy,nan,Dollars/capita,19075,460
Iowa,Guthrie,nan,Dollars/capita,19077,467
Iowa,Hamilton,13.874797821044922,Dollars/capita,19079,469
Iowa,Hancock,6.785404205322266,Dollars/capita,19081,470
Iowa,Hardin,16.31247901916504,Dollars/capita,19083,475
Iowa,Harrison,7.360606670379639,Dollars/capita,19085,478
Iowa,Henry,15.72339153289795,Dollars/capita,19087,479
Iowa,Howard,nan,Dollars/capita,19089,481
Iowa,Humboldt,nan,Dollars/capita,19091,487
Iowa,Ida,nan,Dollars/capita,19093,491
Iowa,Iowa,nan,Dollars/capita,19095,495
Iowa,Jackson,11.074606895446777,Dollars/capita,19097,499
Iowa,Jasper,10.813720703125,Dollars/capita,19099,505
Iowa,Jefferson,nan,Dollars/capita,19101,507
Iowa,Johnson,9.316970825195312,Dollars/capita,19103,508
Iowa,Jones,8.831766128540039,Dollars/capita,19105,516
Iowa,Keokuk,nan,Dollars/capita,19107,520
Iowa,Kossuth,12.791985511779785,Dollars/capita,19109,523
Iowa,Lee,15.596535682678223,Dollars/capita,19111,531
Iowa,Linn,12.974212646484375,Dollars/capita,19113,535
Iowa,Louisa,nan,Dollars/capita,19115,539
Iowa,Lucas,nan,Dollars/capita,19117,542
Iowa,Lyon,8.459071159362793,Dollars/capita,19119,546
Iowa,Madison,7.223231792449951,Dollars/capita,19121,550
Iowa,Mahaska,17.304738998413086,Dollars/capita,19123,554
Iowa,Marion,12.291339874267578,Dollars/capita,19125,561
Iowa,Marshall,30.595251083374023,Dollars/capita,19127,568
Iowa,Mills,8.839509963989258,Dollars/capita,19129,569
Iowa,Mitchell,6.234426021575928,Dollars/capita,19131,572
Iowa,Monona,11.713032722473145,Dollars/capita,19133,576
Iowa,Monroe,nan,Dollars/capita,19135,580
Iowa,Montgomery,18.92230224609375,Dollars/capita,19137,595
Iowa,Muscatine,21.35873794555664,Dollars/capita,19139,600
Iowa,O'Brien,13.426431655883789,Dollars/capita,19141,604
Iowa,Osceola,nan,Dollars/capita,19143,607
Iowa,Page,nan,Dollars/capita,19145,612
Iowa,Palo Alto,12.09353256225586,Dollars/capita,19147,618
Iowa,Plymouth,10.70317554473877,Dollars/capita,19149,622
Iowa,Pocahontas,nan,Dollars/capita,19151,624
Iowa,Polk,16.113723754882812,Dollars/capita,19153,629
Iowa,Pottawattamie,22.005401611328125,Dollars/capita,19155,637
Iowa,Poweshiek,12.578384399414062,Dollars/capita,19157,640
Iowa,Ringgold,nan,Dollars/capita,19159,642
Iowa,Sac,4.67361307144165,Dollars/capita,19161,647
Iowa,Scott,16.796716690063477,Dollars/capita,19163,657
Iowa,Shelby,10.292409896850586,Dollars/capita,19165,660
Iowa,Sioux,16.867172241210938,Dollars/capita,19167,663
Iowa,Story,8.692313194274902,Dollars/capita,19169,668
Iowa,Tama,10.515103340148926,Dollars/capita,19171,671
Iowa,Taylor,nan,Dollars/capita,19173,674
Iowa,Union,25.19023323059082,Dollars/capita,19175,675
Iowa,Van Buren,6.09476900100708,Dollars/capita,19177,678
Iowa,Wapello,29.988191604614258,Dollars/capita,19179,681
Iowa,Warren,7.916872024536133,Dollars/capita,19181,685
Iowa,Washington,12.537210464477539,Dollars/capita,19183,687
Iowa,Wayne,nan,Dollars/capita,19185,691
Iowa,Webster,20.099533081054688,Dollars/capita,19187,694
Iowa,Winnebago,12.672713279724121,Dollars/capita,19189,696
Iowa,Winneshiek,11.819840431213379,Dollars/capita,19191,698
Iowa,Woodbury,26.990331649780273,Dollars/capita,19193,702
Iowa,Worth,nan,Dollars/capita,19195,703
Iowa,Wright,19.39507484436035,Dollars/capita,19197,705
Kansas,Allen,nan,Dollars/capita,20001,709
Kansas,Anderson,nan,Dollars/capita,20003,712
Kansas,Atchison,nan,Dollars/capita,20005,715
Kansas,Barber,nan,Dollars/capita,20007,717
Kansas,Barton,22.397993087768555,Dollars/capita,20009,719
Kansas,Bourbon,nan,Dollars/capita,20011,722
Kansas,Brown,nan,Dollars/capita,20013,723
Kansas,Butler,9.786879539489746,Dollars/capita,20015,726
Kansas,Chase,nan,Dollars/capita,20017,729
Kansas,Chautauqua,nan,Dollars/capita,20019,730
Kansas,Cherokee,17.833730697631836,Dollars/capita,20021,732
Kansas,Cheyenne,nan,Dollars/capita,20023,736
Kansas,Clark,nan,Dollars/capita,20025,738
Kansas,Clay,nan,Dollars/capita,20027,739
Kansas,Cloud,nan,Dollars/capita,20029,740
Kansas,Coffey,nan,Dollars/capita,20031,745
Kansas,Comanche,nan,Dollars/capita,20033,748
Kansas,Cowley,22.78706932067871,Dollars/capita,20035,752
Kansas,Crawford,19.20445442199707,Dollars/capita,20037,756
Kansas,Decatur,nan,Dollars/capita,20039,759
Kansas,Dickinson,nan,Dollars/capita,20041,762
Kansas,Doniphan,nan,Dollars/capita,20043,765
Kansas,Douglas,9.047926902770996,Dollars/capita,20045,767
Kansas,Edwards,nan,Dollars/capita,20047,770
Kansas,Elk,nan,Dollars/capita,20049,773
Kansas,Ellis,13.489396095275879,Dollars/capita,20051,774
Kansas,Ellsworth,nan,Dollars/capita,20053,776
Kansas,Finney,nan,Dollars/capita,20055,778
Kansas,Ford,nan,Dollars/capita,20057,784
Kansas,Franklin,nan,Dollars/capita,20059,786
Kansas,Geary,nan,Dollars/capita,20061,788
Kansas,Gove,nan,Dollars/capita,20063,790
Kansas,Graham,nan,Dollars/capita,20065,791
Kansas,Grant,nan,Dollars/capita,20067,794
Kansas,Gray,nan,Dollars/capita,20069,798
Kansas,Greeley,nan,Dollars/capita,20071,801
Kansas,Greenwood,nan,Dollars/capita,20073,803
Kansas,Hamilton,nan,Dollars/capita,20075,805
Kansas,Harper,nan,Dollars/capita,20077,807
Kansas,Harvey,17.980453491210938,Dollars/capita,20079,812
Kansas,Haskell,nan,Dollars/capita,20081,815
Kansas,Hodgeman,nan,Dollars/capita,20083,818
Kansas,Jackson,nan,Dollars/capita,20085,819
Kansas,Jefferson,6.501002311706543,Dollars/capita,20087,821
Kansas,Jewell,nan,Dollars/capita,20089,822
Kansas,Johnson,9.261075019836426,Dollars/capita,20091,824
Kansas,Kearny,nan,Dollars/capita,20093,826
Kansas,Kingman,nan,Dollars/capita,20095,827
Kansas,Kiowa,nan,Dollars/capita,20097,829
Kansas,Labette,22.439739227294922,Dollars/capita,20099,831
Kansas,Lane,nan,Dollars/capita,20101,833
Kansas,Leavenworth,8.592742919921875,Dollars/capita,20103,836
Kansas,Lincoln,nan,Dollars/capita,20105,838
Kansas,Linn,nan,Dollars/capita,20107,840
Kansas,Logan,nan,Dollars/capita,20109,842
Kansas,Lyon,20.54743003845215,Dollars/capita,20111,844
Kansas,McPherson,10.20481014251709,Dollars/capita,20113,846
Kansas,Marion,8.142538070678711,Dollars/capita,20115,848
Kansas,Marshall,nan,Dollars/capita,20117,850
Kansas,Meade,nan,Dollars/capita,20119,851
Kansas,Miami,10.903223037719727,Dollars/capita,20121,853
